node_id,aar,sesong,del,oppgavenummer,url
bruke-krysningsdata-til-a-bestemme-arvegang,2024,vår,2,3d,
naeringsnett,2024,vår,2,4a,
forklare-regulering-av-populasjonsstorrelse,2024,vår,2,4a,
vurdere-forsoksdesign,2024,vår,2,4b,
tolke-data-vurdere-hypotese,2024,vår,2,4c,
forklare-fordel-nitrogenfikserende-symbiose,2024,vår,2,5a,
lysreaksjonene-fotosyntese,2024,vår,2,5b,
calvinsyklusen,2024,vår,2,5b,
nitrogenfiksering,2024,vår,2,5b,
vurdere-menneskelig-pavirkning-kretslop,2024,vår,2,5c,
karbonkretslop,2024,vår,2,5c,
gjennomfore-feltarbeid-artsmangfold,2024,høst,1,1a1,
skissere-naeringsnett-fra-feltarbeid,2024,høst,1,1a2,
skissere-og-forklare-stoffkretslop,2024,høst,1,1b,
vurdere-menneskelig-pavirkning-kretslop,2024,høst,1,1b,
tolke-seleksjonstype-fra-figur,2024,høst,1,1c,
faktorer-som-pavirker-fotosyntesehastighet,2024,høst,1,1d,
vurdere-forsoksdesign,2024,høst,1,2-1,
tolke-data-vurdere-hypotese,2024,høst,1,2-2,
tolke-okologiske-pyramider,2024,høst,1,2-3,
tolke-og-skissere-vekstkurver,2024,høst,1,2-4,
sammenligne-r-og-k-strategier,2024,høst,1,2-5,
intraspesifikk-konkurranse,2024,høst,1,2-5,
tetthetsuavhengig-faktor,2024,høst,1,2-5,
symbiose-mutualisme,2024,høst,1,2-5,
sammenligne-hemmertyper,2024,høst,1,2-6,
forklare-negativ-tilbakekobling-reaksjonsvei,2024,høst,1,2-7,
vurdere-forvaltningstiltak,2024,høst,1,2-8,
lysreaksjonene-fotosyntese,2024,høst,1,2-9,
gjore-rede-for-aerob-cellending,2024,høst,1,2-10,
krebssyklus,2024,høst,1,2-11,
tolke-fotosynteseforsok,2024,høst,1,2-12,
spleising-pre-mrna,2024,høst,1,2-13,
krysningsskjema-dihybrid,2024,høst,1,2-14,
analysere-stamtre,2024,høst,1,2-15,
epigenetikk-metylering,2024,høst,1,2-16,
bruke-krysningsdata-til-a-bestemme-arvegang,2024,høst,1,2-17,
gelelektroforese,2024,høst,1,2-18,
crispr-cas9,2024,høst,1,2-19,
guide-rna,2024,høst,1,2-19,
genlager-genreservoar,2024,høst,1,2-20,
tolke-forsok-med-hemmer,2024,høst,2,3a,
tolke-forsok-med-hemmer,2024,høst,2,3b,
vurdere-fordeler-ulemper-gmo,2024,høst,2,4a,
vurdere-fordeler-ulemper-gmo,2024,høst,2,4b,
gjore-rede-for-aerob-cellending,2024,høst,2,4b,
overfore-gen-til-eukaryot-celle,2024,høst,2,4c,
eksempel-genteknologi-i-matproduksjon,2024,høst,2,4c,
genregulering,2024,høst,2,4d,
forklare-negativ-tilbakekobling-reaksjonsvei,2024,høst,2,4d,
tetthetsavhengig-faktor,2024,høst,2,5a,
intraspesifikk-konkurranse,2024,høst,2,5a,
krysningsskjema-dihybrid,2024,høst,2,5b,
polygen-egenskap-flere-gener,2024,høst,2,5b,
forklare-arsaker-til-variasjon-i-populasjon,2024,høst,2,5c1,
genlager-genreservoar,2024,høst,2,5c1,
genflyt,2024,høst,2,5c2,
flaskehalseffekt,2024,høst,2,5d,
genetisk-drift,2024,høst,2,5d,
forklare-arsaker-til-variasjon-i-populasjon,2024,høst,2,5d,
