id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
lose-ligningssett-innsetting-eliminasjon,ferdighet,Ligningssett og modellering,Løse et ligningssett med innsetting eller eliminasjon,"Eleven kan løse et ligningssett med to ukjente ved innsettingsmetoden eller addisjonsmetoden (eliminasjon).",ligningssett-begrep,begge,"Gi eleven et ligningssett med to ligninger og to ukjente, og be dem løse det for hånd, både med innsettingsmetoden og addisjonsmetoden, og vise hvert steg."
lage-ligningssett-fra-praktisk-situasjon,ferdighet,Ligningssett og modellering,Lage og løse et ligningssett fra en praktisk situasjon,"Eleven kan lage et ligningssett ut fra en praktisk tekstoppgave (f.eks. med to varetyper og to kjøpssituasjoner), løse det, og forklare svaret i konteksten.",lose-ligningssett-innsetting-eliminasjon,begge,"Gi eleven en tekstoppgave med to ukjente størrelser og to opplysninger som gir to sammenhenger mellom dem (f.eks. prisen på to typer billetter, gitt to ulike sammensetninger av billetter med kjent totalpris), og be dem sette opp og løse ligningssettet, og forklare svaret i konteksten."
funksjonsbegrep-10,begrep,Funksjoner,Funksjon,"Eleven forstår en funksjon som en sammenheng der hver x-verdi gir nøyaktig én y-verdi, og kan lese av funksjonsverdier fra en formel, en tabell eller en graf.",,del1,
definisjonsomrade-begrep,begrep,Funksjoner,Definisjonsområde,"Eleven vet at definisjonsområdet til en funksjon er de x-verdiene funksjonen er definert for, og at det i en praktisk modell avgjør hvilke x-verdier som gir mening i situasjonen.",funksjonsbegrep-10,del1,
matematisk-modell-begrep,begrep,Funksjoner,Matematisk modell,"Eleven vet at en matematisk modell er en formel eller funksjon som representerer en praktisk situasjon, og at modellen bare er gyldig innenfor sitt definisjonsområde.",funksjonsbegrep-10,del1,
stigningstall-lineaer-funksjon-10,ferdighet,Funksjoner,Regne ut og tolke stigningstallet til en lineær funksjon,"Eleven kan forklare begrepet endring per enhet, og regne ut stigningstallet til en lineær funksjon ut fra en graf eller to punkter, og tolke stigningstallet praktisk i konteksten.",funksjonsbegrep-10,del1,"Vis eleven en graf med en rett linje fra en praktisk sammenheng (f.eks. en kalvs vekt over tid), og be dem bestemme stigningstallet ut fra to punkter på grafen, og forklare hva stigningstallet forteller i konteksten (f.eks. vektøkning per måned)."
kjennetegn-funksjonstyper,begrep,Funksjoner,Kjennetegn ved ulike funksjonstyper,"Eleven kjenner igjen og kan beskrive kjennetegnene ved lineære funksjoner, eksponentialfunksjoner, brøkfunksjoner og andregradsfunksjoner - både formen på funksjonsuttrykket og formen på grafen.",funksjonsbegrep-10,begge,
tegne-og-sammenligne-funksjonstyper-digitalt,ferdighet,Funksjoner,Tegne og sammenligne funksjonstyper med digitalt verktøy,"Eleven kan bruke digitalt verktøy til å tegne grafene til lineære, eksponential-, brøk- og andregradsfunksjoner, og sammenligne egenskapene deres (f.eks. vekst, symmetri, asymptoter).",kjennetegn-funksjonstyper,del2,"Gi eleven tre eller fire ulike funksjonsuttrykk (én av hver type: lineær, eksponential, brøk, andregrads) og be dem bruke digitalt verktøy til å tegne grafene, og forklare hvilken type funksjon hver graf viser og hva som kjennetegner formen."
beskrive-praktisk-situasjon-for-funksjonsuttrykk,ferdighet,Funksjoner,Koble et funksjonsuttrykk til en praktisk situasjon,"Eleven kan velge et funksjonsuttrykk og beskrive en praktisk situasjon som passer til det, eller omvendt sette opp funksjonsuttrykket som passer til en beskrevet praktisk situasjon.",kjennetegn-funksjonstyper;matematisk-modell-begrep,del2,"Gi eleven ett av flere oppgitte funksjonsuttrykk (f.eks. et med negativt stigningstall, eller en brøkfunksjon) og be dem finne på og beskrive en praktisk situasjon som uttrykket kan modellere, og forklare hvorfor uttrykket passer."
vekstfaktor-og-eksponentialfunksjon,ferdighet,Funksjoner,"Utforske sammenhengen mellom prosentvis endring, vekstfaktor og eksponentialfunksjon","Eleven kan utforske og forklare sammenhengen mellom konstant prosentvis endring, vekstfaktor og eksponentialfunksjoner, og bruke en vekstfaktor til å regne ut verdien etter flere perioder.",prosent-begrep-10;kjennetegn-funksjonstyper,begge,"Gi eleven en startverdi og en konstant prosentvis vekst per periode (f.eks. et sparebeløp med en gitt rente per år), og be dem regne ut vekstfaktoren og bruke den til å finne verdien etter et gitt antall perioder, for hånd."
sammenligne-lineaer-og-eksponentiell-vekst,ferdighet,Funksjoner,Sammenligne lineær og eksponentiell vekst,"Eleven kan sammenligne en lineær og en eksponentiell modell av samme situasjon, og forklare hvordan de to modellene beskriver veksten ulikt, spesielt over lang tid.",vekstfaktor-og-eksponentialfunksjon;stigningstall-lineaer-funksjon-10,del2,"Gi eleven to modeller for samme situasjon, én lineær og én eksponentiell (f.eks. to lønnstilbud, eller to modeller for vekst i følgere på sosiale medier), og be dem sammenligne modellene grafisk eller med tall, og forklare når og hvorfor den ene til slutt vokser forbi den andre."
evaluere-lineaer-modell-oppgitt-uttrykk,ferdighet,Funksjoner,Evaluere og tolke en oppgitt lineær modell,"Eleven kan sette inn en verdi i et oppgitt, praktisk funksjonsuttrykk og tolke resultatet i konteksten.",stigningstall-lineaer-funksjon-10;matematisk-modell-begrep,del2,"Gi eleven et oppgitt funksjonsuttrykk for en praktisk størrelse (f.eks. overskuddet til et arrangement som funksjon av antall besøkende) og en konkret x-verdi, og be dem regne ut og tolke funksjonsverdien i konteksten."
bygge-modell-med-definisjonsomrade,ferdighet,Funksjoner,Bygge og begrunne en modell med et passende definisjonsområde,"Eleven kan modellere en praktisk situasjon med et funksjonsuttrykk, vurdere hvor gyldig modellen er, og sette et definisjonsområde som passer til de praktiske begrensningene i situasjonen.",evaluere-lineaer-modell-oppgitt-uttrykk;definisjonsomrade-begrep;matematisk-modell-begrep,del2,"Gi eleven en praktisk situasjon der en tidligere modell ikke lenger er gyldig på grunn av en ny begrensning (f.eks. en makskapasitet på et lokale), og be dem sette opp et nytt, passende funksjonsuttrykk med et definisjonsområde som reflekterer begrensningen, og begrunne valget."
sammensatte-enheter-repetisjon-10,begrep,Personlig økonomi,Sammensatte måleenheter,"Eleven vet at en sammensatt måleenhet (f.eks. kr/kWh eller kr/kg) uttrykker forholdet mellom to størrelser, og kan regne ut en sammensatt størrelse når de to grunnleggende størrelsene er kjent.",,begge,
sammenligne-enhetspris-med-tilbud,ferdighet,Personlig økonomi,Sammenligne enhetspris mellom ulike tilbud,"Eleven kan regne ut enhetspris (f.eks. kroner per stykk) for flere ulike tilbud med ulik pakningsstørrelse og rabattform, og begrunne hvilket tilbud som lønner seg.",sammensatte-enheter-repetisjon-10;finne-prosentdel-av-tall-10,del2,"Gi eleven en oversikt over flere butikkers priser og tilbud på samme vare (ulik pakningsstørrelse, ulik rabattform - f.eks. «to for prisen av én» mot en prosentvis rabatt), og be dem regne ut og sammenligne enhetsprisen for hvert tilbud, og begrunne hvilket de ville valgt."
rente-og-lan-begrep,begrep,Personlig økonomi,"Renter, lån og kredittkjøp","Eleven vet hva rente, etableringsgebyr og terminbeløp er, og forstår forskjellen mellom nominell rente og effektiv rente.",finne-prosentdel-av-tall-10,del2,
fullfore-regneark-lan-rente-gebyr,ferdighet,Personlig økonomi,Fullføre et regneark for et lån med rente og gebyr,"Eleven kan fullføre et regneark som bygger opp gjelden på et lån måned for måned, ved å legge til rente og gebyr etter et gitt mønster fra de første radene.",rente-og-lan-begrep,del2,"Vis eleven et regneark med informasjon om et lån (lånesum, månedlig rente, månedlig gebyr) og de to første radene utfylt som eksempel, og be dem fullføre regnearket for de resterende månedene og finne total kostnad ved utsettelsen."
beregne-effektiv-rente,ferdighet,Personlig økonomi,Beregne effektiv rente på et lån,"Eleven kan bruke de totale kostnadene ved et lån (rente og gebyrer) til å anslå den årlige effektive renten, og forklare hvorfor den er høyere enn den oppgitte nominelle renten.",fullfore-regneark-lan-rente-gebyr,del2,"Gi eleven et fullført regneark eller en oppsummering av et lån (lånesum, total gjeld etter et år, alle gebyrer inkludert), og be dem regne ut den årlige effektive renten, og forklare hvorfor den er høyere enn den månedlige renten alene skulle tilsi."
hente-ut-og-tolke-okonomisk-informasjon,ferdighet,Personlig økonomi,"Hente ut og tolke informasjon om kjøp, salg, sparing og lån","Eleven kan hente ut og tolke relevant informasjon fra en praktisk tekst om kjøp, salg, sparing, lån eller kredittkjøp, og reflektere over mulige konsekvenser av valgene.",rente-og-lan-begrep,del2,"Gi eleven en kort tekst med praktisk informasjon om et kjøp på kreditt eller et lån (rente, nedbetalingstid, gebyrer), og be dem hente ut de relevante tallene, regne ut en konsekvens (f.eks. total kostnad), og reflektere over om avtalen er lurt."
planlegge-utforskende-arbeid-okonomi,ferdighet,Personlig økonomi,"Planlegge, utføre og presentere et utforskende arbeid om personlig økonomi","Eleven kan planlegge og gjennomføre en egen undersøkelse knyttet til personlig økonomi (f.eks. forbruk, sparing eller en kostnadsmodell), samle eller hente inn data, og presentere resultatene.",hente-ut-og-tolke-okonomisk-informasjon;sammensatte-enheter-repetisjon-10,del2,"Gi eleven et åpent tema innenfor personlig økonomi (f.eks. hva det koster å dusje, basert på egne vaner og oppgitte priser på vann og strøm) og be dem planlegge en undersøkelse, samle inn eller bruke oppgitte data, modellere kostnaden, og presentere en konklusjon med begrunnede antakelser."
sentralmal-spredningsmal-repetisjon-10,begrep,Statistikk og sannsynlighet,Sentralmål og spredningsmål,"Eleven vet hva gjennomsnitt, median, typetall og variasjonsbredde er, og hva hvert av dem forteller om et datasett.",,del1,
lese-av-diagram-verdier,ferdighet,Statistikk og sannsynlighet,Lese av og sammenligne verdier fra et diagram,"Eleven kan lese av og anslå verdier fra et diagram (f.eks. et linje- eller søylediagram), og bruke avleste verdier til å regne ut en endring eller differanse.",,del1,"Vis eleven et diagram (f.eks. et linjediagram over en periode med flere kategorier) og be dem lese av en omtrentlig verdi for et gitt punkt, og regne ut endringen mellom to avleste verdier."
konstruere-datasett-fra-mal,ferdighet,Statistikk og sannsynlighet,Konstruere et datasett fra gitte sentralmål og spredningsmål,"Eleven kan finne et datasett med et gitt antall tall som samtidig oppfyller flere krav til gjennomsnitt, median, typetall og variasjonsbredde.",sentralmal-spredningsmal-repetisjon-10,del1,"Gi eleven krav til gjennomsnitt, typetall, median og variasjonsbredde for et datasett med et gitt antall heltall, og be dem finne tall som oppfyller alle kravene samtidig, og vise at hvert krav faktisk stemmer."
regne-ut-sentralmal-og-spredningsmal-10,ferdighet,Statistikk og sannsynlighet,Regne ut sentralmål og spredningsmål for et datasett,"Eleven kan regne ut gjennomsnitt, median, typetall og variasjonsbredde for et datasett, og bruke resultatene til å sammenligne to grupper.",sentralmal-spredningsmal-repetisjon-10,del2,"Gi eleven to datasett som kan sammenlignes (f.eks. antall timer søvn for gutter og jenter i en klasse), be dem regne ut sentralmål og spredningsmål for begge, og sammenligne hva tallene forteller om de to gruppene."
lage-passende-diagram-for-data,ferdighet,Statistikk og sannsynlighet,Presentere et datasett i et passende diagram,"Eleven kan velge og lage et passende diagram for et gitt datasett, tilpasset det spørsmålet dataene skal svare på.",regne-ut-sentralmal-og-spredningsmal-10,del2,"Gi eleven et datasett og et spørsmål dataene skal belyse (f.eks. hvor stor andel som ligger innenfor et anbefalt intervall), og be dem velge og lage et diagram som er egnet til å svare på nettopp det spørsmålet, og bruke diagrammet til å begrunne en konklusjon."
argumentere-med-tallframstilling-10,ferdighet,Statistikk og sannsynlighet,Vurdere og argumentere med statistiske framstillinger,"Eleven kan vurdere om en statistisk framstilling gir et rettferdig bilde av dataene (f.eks. om aksene er misvisende), vurdere sanne/usanne påstander ut fra en framstilling, og bruke et diagram til å begrunne en konklusjon.",lage-passende-diagram-for-data;lese-av-diagram-verdier,begge,"Gi eleven et diagram sammen med noen påstander om dataene, og be dem vurdere om hver påstand er sann eller usann ut fra diagrammet. Gi også, ved en annen anledning, to ulike diagrammer som viser de samme dataene men er utformet ulikt (f.eks. ulik akseskala), og be dem argumentere for hvilket som gir det mest rettferdige bildet."
sannsynlighet-repetisjon-10,begrep,Statistikk og sannsynlighet,Sannsynlighet,"Eleven vet hva sannsynlighet er (et tall mellom 0 og 1, eller 0 % og 100 %, som beskriver hvor sannsynlig en hendelse er).",,del1,
bruke-komplementregelen,ferdighet,Statistikk og sannsynlighet,Bruke komplementregelen,"Eleven kan bruke komplementregelen (P(ikke A) = 1 - P(A)) til å finne sannsynligheten for at noe ikke inntreffer, gitt sannsynligheten for at det inntreffer.",sannsynlighet-repetisjon-10,del1,"Gi eleven en statistikk eller sannsynlighet for at en hendelse inntreffer (f.eks. sannsynligheten for at en spiller taper et parti sjakk), og be dem bruke komplementregelen til å finne sannsynligheten for at hendelsen ikke inntreffer (f.eks. at spilleren ikke taper)."
uavhengige-hendelser-begrep,begrep,Statistikk og sannsynlighet,Uavhengige hendelser,"Eleven vet at to hendelser er uavhengige når utfallet av den ene ikke påvirker sannsynligheten for den andre, slik som ved trekninger med tilbakelegging.",sannsynlighet-repetisjon-10,del1,
sannsynlighet-uavhengige-hendelser-10,ferdighet,Statistikk og sannsynlighet,Beregne sannsynlighet for uavhengige hendelser etter hverandre,"Eleven kan beregne sannsynligheten for at to eller flere uavhengige hendelser (f.eks. med tilbakelegging) inntreffer etter hverandre, ved å multiplisere sannsynlighetene.",bruke-komplementregelen;uavhengige-hendelser-begrep,del1,"Gi eleven en situasjon med to uavhengige trekninger etter hverandre (f.eks. å trekke en lapp fra en pose, legge den tilbake, og trekke på nytt før neste runde av et spill), og be dem regne ut sannsynligheten for et gitt utfall begge gangene."
sannsynlighet-uten-tilbakelegging,ferdighet,Statistikk og sannsynlighet,Beregne sannsynlighet ved trekning uten tilbakelegging,"Eleven kan beregne og sammenligne sannsynligheten for en sammensatt hendelse når trekninger gjøres uten tilbakelegging, slik at sannsynligheten endrer seg mellom trekningene.",sannsynlighet-uavhengige-hendelser-10,del2,"Gi eleven flere skåler med et kjent antall kuler i to farger, og be dem regne ut, for hver skål, sannsynligheten for å trekke to kuler av samme farge uten tilbakelegging, og avgjøre hvilken skål som gir størst sannsynlighet."
formlikhet-repetisjon-10,begrep,Geometri,Formlikhet og skalering,"Eleven vet hva det vil si at to figurer er formlike, og at forholdet mellom tilsvarende sider da er konstant.",,del1,
bruke-formlikhet-ukjent-lengde-10,ferdighet,Geometri,Bruke formlikhet til å finne en ukjent lengde,"Eleven kan bruke formlikhet (samme forhold mellom tilsvarende sider) til å regne ut en ukjent lengde, f.eks. ved forstørring eller forminskning av et bilde.",formlikhet-repetisjon-10,del1,"Gi eleven mål på et originalbilde og målene på en forstørret eller forminsket versjon av det (f.eks. et fotografi som skal males i et annet format), og en kjent lengde på originalen, og be dem finne den tilsvarende lengden i den skalerte versjonen."
volum-formel-repetisjon-10,begrep,Geometri,Formler for overflateareal og volum,"Eleven kjenner formlene for volum og overflateareal av vanlige tredimensjonale figurer som prisme, sylinder og kule.",,del1,
foresla-mal-og-beregne-volum,ferdighet,Geometri,Foreslå realistiske mål og beregne volumet av en figur,"Eleven kan foreslå realistiske mål for en gjenstand med en gitt geometrisk form, begrunne valgene, og bruke målene til å regne ut volumet.",volum-formel-repetisjon-10,del1,"Vis eleven et bilde av en gjenstand med en enkel geometrisk form (f.eks. en matboks formet som et prisme), og be dem foreslå realistiske mål på sidekantene, begrunne valgene, og bruke målene til å regne ut volumet."
omraderelasjon-ved-skalering,ferdighet,Geometri,Finne hvordan arealet endres når sidene skaleres ulikt,"Eleven kan finne hvor mange ganger arealet av en figur endres når sidelengdene skaleres med hver sin faktor, f.eks. når lengden dobles og bredden økes 1,5 ganger.",formlikhet-repetisjon-10;bruke-regneregler-og-generalisere,del1,"Gi eleven en figur (f.eks. et kvadrat) og to ulike skaleringsfaktorer for lengde og bredde, og be dem regne ut hvor mange ganger større arealet av den nye figuren blir, og vise utregningen."
python-syntaks-begrep,begrep,Programmering,Grunnleggende Python-syntaks,"Eleven kjenner grunnleggende Python-syntaks: variabeltilordning, while-løkker, if-setninger og print(), og hvordan de samme byggeklossene kan uttrykkes som blokkprogrammering.",,del1,
lese-og-forklare-python-kode,ferdighet,Programmering,Lese og forklare tekstbasert programkode i Python,"Eleven kan lese et kort Python-program, følge det steg for steg for hånd, og forklare i ord hva programmet regner ut og hvorfor.",python-syntaks-begrep,begge,"Gi eleven et kort Python-program (f.eks. med en while-løkke som bygger opp et sparebeløp år for år) og be dem forklare i ord hva programmet regner ut, uten å kjøre koden. Følg gjerne opp med en versjon i blokkprogrammering av samme program, og be eleven bekrefte at de gjør det samme."
koble-kode-til-matematisk-sammenheng,ferdighet,Programmering,Utforske en matematisk sammenheng ved hjelp av programmering,"Eleven kan koble variabler og utregninger i et program til den matematiske sammenhengen (f.eks. rentesparing eller et volumforhold) programmet er laget for å utforske, og forklare hva en endring i koden (f.eks. en doblet inngangsverdi) gjør med resultatet.",lese-og-forklare-python-kode;vekstfaktor-og-eksponentialfunksjon,del2,"Gi eleven et program som regner ut forholdet mellom volumene til to kuler med ulik radius, og be dem forklare hvilken matematisk sammenheng programmet utforsker, og deretter forklare (uten nødvendigvis å kjøre koden på nytt) hva som skjer med volumet til én kule dersom radiusen dobles."
