id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
volum-omdreiningslegeme-enkel-funksjon,ferdighet,Funksjonsdrøfting og omdreiningslegemer,Beregne volumet av et omdreiningslegeme,Eleven kan regne ut volumet av omdreiningslegemet som oppstår når grafen til en gitt funksjon dreies 360° om førsteaksen over et oppgitt intervall.,omdreiningslegeme-begrep,del1,"Gi eleven en funksjon og et intervall, eller et bilde av et tverrsnitt i en praktisk kontekst (f.eks. en kaffekopp, vase, pære eller et jordbær) som eleven selv må sette opp en passende funksjon for, og be dem regne ut volumet av omdreiningslegemet som oppstår ved å dreie (den valgte) grafen 360° om førsteaksen, samt vurdere om svaret er rimelig."
konstruere-sinusformet-omdreiningslegeme,ferdighet,Funksjonsdrøfting og omdreiningslegemer,Konstruere en sinusformet funksjon som gir et omdreiningslegeme med gitte krav til volum og høyde,"Eleven kan velge og begrunne parametrene A, c, φ og d i et funksjonsuttrykk på formen A·sin(cx+φ)+d, slik at omdreiningslegemet grafen gir opphav til, oppfyller gitte krav til form, høyde og omtrentlig volum (f.eks. formen på en vase).",volum-omdreiningslegeme-enkel-funksjon;lese-sinusfunksjon-fra-graf,del2,"Gi eleven et oppdrag om å designe en gjenstand (f.eks. en vase) med en gitt høyde og et omtrentlig volum, som skal ha en sinusformet profil, og be dem velge og begrunne parametrene i et uttrykk på formen A·sin(cx+φ)+d, samt tegne grafen og kontrollere volumet."
regresjonsmodell-begrep,begrep,Modellering med funksjoner og reelle datasett,Regresjon og valg av modelltype,"Eleven vet at regresjon på kalkulator finner de parametrene i en valgt funksjonstype som gir best tilpasning til et datasett, og at valg av funksjonstype (f.eks. sinusformet for periodiske data) bør begrunnes ut fra hvordan dataene ser ut til å oppføre seg.",,del2,
tilpasse-sinusmodell-fra-tabell,ferdighet,Modellering med funksjoner og reelle datasett,Tilpasse en periodisk (sinusformet) modell til et reelt datasett,"Eleven kan, ut fra en tabell med målinger som varierer periodisk over tid (f.eks. datatrafikk gjennom et døgn, eller elektrisk spenning), bruke kalkulatorens regresjonsfunksjon til å tilpasse en sinusformet modell, med dokumentert framgangsmåte.",regresjonsmodell-begrep;lese-sinusfunksjon-fra-graf,del2,"Gi eleven en tabell med målinger som varierer periodisk over tid, og be dem bruke kalkulatorens regresjonsfunksjon til å bestemme en god sinusformet modell for dataene, med dokumentert framgangsmåte."
bestemme-tidsintervall-fra-ulikhet-i-modell,ferdighet,Modellering med funksjoner og reelle datasett,Bestemme når en periodisk modell er over eller lik en gitt terskelverdi,"Eleven kan, ut fra en periodisk modell, bestemme på hvilke tidspunkt eller i hvilke tidsintervall modellverdien er større enn (eller lik) en gitt terskelverdi, ved å løse den tilhørende trigonometriske likningen eller ulikheten.",tilpasse-sinusmodell-fra-tabell;lose-enkel-trigonometrisk-likning,del2,"Gi eleven en periodisk modell og en terskelverdi, og be dem bestemme tidspunktene eller tidsintervallene der modellverdien overstiger (eller er lik) terskelen."
bestemme-raskest-endring-i-modell,ferdighet,Analyse av modeller med derivasjon og integrasjon,"Bestemme når en modell endrer seg raskest, og hvor stor endringen er","Eleven kan, ved å analysere den deriverte (og eventuelt den dobbeltderiverte) til en modellfunksjon, bestemme på hvilket tidspunkt modellen øker raskest, og regne ut hvor stor denne maksimale økningen er.",tilpasse-sinusmodell-fra-tabell,del2,"Gi eleven en modellfunksjon (f.eks. for datatrafikk gjennom et døgn), og be dem bestemme tidspunktet der modellen øker raskest, samt hvor stor denne økningen er."
beregne-andel-av-totalmengde-med-integral,ferdighet,Analyse av modeller med derivasjon og integrasjon,Beregne hvor stor andel av en totalmengde som forekommer i et gitt delintervall,"Eleven kan bruke bestemte integraler til å regne ut hvor stor andel av en totalmengde (f.eks. total datamengde over et døgn) som forekommer innenfor et gitt delintervall, ved å dele integralet over delintervallet på integralet over hele perioden.",tilpasse-sinusmodell-fra-tabell;fundamentalteorem-begrep,del2,"Gi eleven en modellfunksjon for en størrelse som akkumuleres over en periode (f.eks. datamengde gjennom et døgn), og be dem regne ut hvor stor andel av totalen som forekommer i et gitt delintervall."
beregne-effektivverdi-med-integral,ferdighet,Analyse av modeller med derivasjon og integrasjon,Beregne effektivverdien til en periodisk modell ved hjelp av et bestemt integral,"Eleven kan bruke en oppgitt formel for effektivverdi (kvadratroten av gjennomsnittet av kvadratet til funksjonen over én periode, uttrykt ved et bestemt integral) til å regne ut effektivverdien til en tilpasset, periodisk modell, og bruke resultatet til å vurdere om modellen er rimelig.",tilpasse-sinusmodell-fra-tabell;fundamentalteorem-begrep,del2,"Gi eleven en tilpasset periodisk modell, perioden til modellen, og formelen for effektivverdi som et bestemt integral, og be dem regne ut effektivverdien og vurdere om den stemmer med en kjent, oppgitt referanseverdi."
vektor-i-rommet-begrep,begrep,Vektorer i rommet,Vektorer i rommet,"Eleven vet at en vektor i rommet har tre koordinater, og kan utvide regneregler for addisjon, subtraksjon, skalarmultiplikasjon og lengde fra planet til rommet.",,del1,
skalarprodukt-og-kryssprodukt-begrep,begrep,Vektorer i rommet,Skalarprodukt og kryssprodukt i rommet,"Eleven vet at skalarproduktet mellom to vektorer i rommet er et tall som er null nøyaktig når vektorene er ortogonale, og at kryssproduktet mellom to vektorer er en ny vektor som står normalt på begge de opprinnelige vektorene.",vektor-i-rommet-begrep,del1,
planlikning-begrep,begrep,Vektorer i rommet,Likningen for et plan,"Eleven vet at et plan i rommet kan beskrives med en likning på formen ax+by+cz=d, og at koeffisientene [a,b,c] er koordinatene til en normalvektor til planet.",vektor-i-rommet-begrep,del1,
avgjore-om-punkt-ligger-i-plan,ferdighet,Vektorer i rommet,Avgjøre om et punkt ligger i et gitt plan,"Eleven kan avgjøre om et gitt punkt ligger i et plan, ved å sette punktets koordinater inn i planlikningen og sjekke om likningen stemmer.",planlikning-begrep,del1,"Gi eleven likningen for et plan og et punkt, og be dem avgjøre om punktet ligger i planet."
bestemme-normalvektor-med-kryssprodukt,ferdighet,Vektorer i rommet,Bruke kryssprodukt til å bestemme (eller kontrollere) en normalvektor til et plan,"Eleven kan, gitt tre punkter i et plan, sette opp to vektorer i planet og bruke kryssproduktet mellom dem til å bestemme eller kontrollere en normalvektor til planet.",skalarprodukt-og-kryssprodukt-begrep;planlikning-begrep,del1,"Gi eleven tre punkter som ligger i et plan, og be dem bruke kryssprodukt til å bestemme (eller vise at en oppgitt vektor er) en normalvektor til planet."
avstand-punkt-til-plan,ferdighet,Vektorer i rommet,Bestemme avstanden fra et punkt til et plan,"Eleven kan bestemme avstanden fra et gitt punkt til et gitt plan, ved å bruke formelen som uttrykker avstanden ved hjelp av planets normalvektor.",planlikning-begrep;skalarprodukt-og-kryssprodukt-begrep,del1,"Gi eleven likningen for et plan og et punkt utenfor planet, og be dem bestemme avstanden fra punktet til planet."
kuleflate-begrep,begrep,Vektorer i rommet,Kuleflate,"Eleven vet at en kuleflate med sentrum (x0,y0,z0) og radius r har likningen (x-x0)²+(y-y0)²+(z-z0)²=r², og at en likning på generell form kan skrives om til denne standardformen ved fullføring av kvadratet.",vektor-i-rommet-begrep,del1,
bestemme-sentrum-og-radius-kuleflate,ferdighet,Vektorer i rommet,Bestemme sentrum og radius til en kuleflate fra en likning på generell form,"Eleven kan skrive om en kuleflatelikning fra generell form til standardform ved å fullføre kvadratet for hver variabel, og lese av sentrum og radius.",kuleflate-begrep,del1,"Gi eleven likningen for en kuleflate på generell form (f.eks. x²+y²+z²-4x+2z=4), og be dem bestemme sentrum og radius ved å fullføre kvadratet."
bestemme-likning-for-tangentplan,ferdighet,Vektorer i rommet,Bestemme likningen for planet som tangerer en kuleflate i et gitt punkt,"Eleven kan bestemme likningen for planet som tangerer en kuleflate i et oppgitt punkt, ved å bruke vektoren fra sentrum til tangeringspunktet som normalvektor for planet.",bestemme-sentrum-og-radius-kuleflate;planlikning-begrep,del1,"Gi eleven sentrum og radius til en kuleflate og et punkt på kuleflata der den tangeres av et plan, og be dem bestemme likningen for tangentplanet."
avgjore-om-plan-skjaerer-kuleflate,ferdighet,Vektorer i rommet,Avgjøre om et gitt plan skjærer en kuleflate,"Eleven kan avgjøre om et gitt plan skjærer en kuleflate, tangerer den, eller ikke berører den i det hele tatt, ved å sammenligne avstanden fra kuleflatas sentrum til planet med kuleflatas radius.",bestemme-sentrum-og-radius-kuleflate;avstand-punkt-til-plan,del1,"Gi eleven likningen for en kuleflate og et annet plan, og be dem avgjøre om planet skjærer kuleflaten, tangerer den, eller ikke berører den."
bestemme-konstant-fra-tangeringsbetingelse,ferdighet,Vektorer i rommet,Bestemme en ukjent konstant i en kuleflatelikning fra en tangeringsbetingelse,"Eleven kan bestemme en ukjent konstant i likningen for en kuleflate, når det er oppgitt at kuleflaten tangerer et gitt plan, ved å kreve at avstanden fra sentrum til planet er lik radius.",bestemme-sentrum-og-radius-kuleflate;avstand-punkt-til-plan,del1,"Gi eleven en kuleflatelikning med en ukjent konstant k, og informasjon om at kuleflaten tangerer et gitt plan, og be dem bestemme k."
parameterframstilling-linje-begrep,begrep,Parameterframstilling og kinematikk,Parameterframstilling av en linje i rommet,Eleven vet at en linje i rommet kan beskrives med en parameterframstilling der posisjonen skrives som et startpunkt pluss en parameter multiplisert med en retningsvektor.,vektor-i-rommet-begrep,del1,
bestemme-parameterframstilling-for-linje,ferdighet,Parameterframstilling og kinematikk,Bestemme en parameterframstilling for en linje gjennom to gitte punkter,"Eleven kan bestemme en parameterframstilling for en linje i rommet, enten gjennom to gitte punkter (ved å bruke det ene punktet som startpunkt og vektoren mellom punktene som retningsvektor), eller gjennom ett gitt punkt med en oppgitt eller utledet retningsvektor (f.eks. normalvektoren til et plan, når linja skal stå vinkelrett på planet).",parameterframstilling-linje-begrep,del1,"Gi eleven enten to punkter i rommet (f.eks. sentrum i en kule og et tangeringspunkt), eller ett punkt og et plan linja skal stå vinkelrett på, og be dem bestemme en parameterframstilling for linja."
parameterframstilling-som-bevegelse-begrep,begrep,Parameterframstilling og kinematikk,Parameterframstilling som modell for bevegelse,"Eleven vet at når parameteren i en parameterframstilling tolkes som tid, beskriver posisjonsvektoren r(t) banen til et objekt som beveger seg, og at banen ikke trenger å være rettlinjet.",parameterframstilling-linje-begrep,del2,
bestemme-posisjon-i-rommet,ferdighet,Parameterframstilling og kinematikk,Bestemme posisjonen til et objekt på et gitt tidspunkt,"Eleven kan, gitt en tidsavhengig parameterframstilling r(t) for et objekt i bevegelse, regne ut posisjonen på et oppgitt tidspunkt (eventuelt et tidspunkt som først må bestemmes fra en betingelse, f.eks. når objektet treffer bakken) og tolke de enkelte koordinatene, eventuelt bruke posisjonen til å svare på et geometrisk spørsmål som avstand fra origo.",parameterframstilling-som-bevegelse-begrep,del2,"Gi eleven en tidsavhengig parameterframstilling for et objekt i bevegelse og et gitt tidspunkt, og be dem bestemme posisjonen på dette tidspunktet og tolke en gitt koordinat (f.eks. høyden over bakken), eventuelt bruke posisjonen til å regne ut en avstand."
fartsvektor-og-banefart-begrep,begrep,Parameterframstilling og kinematikk,Fartsvektor og banefart,"Eleven vet at fartsvektoren til et objekt i bevegelse er den deriverte av posisjonsvektoren med hensyn på tid, og at banefarten er lengden av fartsvektoren.",parameterframstilling-som-bevegelse-begrep,del2,
