id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
prosentvis-endring-to-tall,ferdighet,Prosent og vekstfaktor,Finne prosentvis endring mellom to tall,"Eleven kan regne ut hvor mange prosent en verdi har økt eller blitt redusert med, gitt den opprinnelige og den nye verdien direkte.",prosent-av-tall,del1,"Gi eleven en opprinnelig og en ny verdi (f.eks. gammel og ny styringsrente) og be dem finne den prosentvise endringen. Ren regneferdighet, ett tallsvar."
vekstfaktor-fra-prosent,ferdighet,Prosent og vekstfaktor,Finne vekstfaktor fra prosentvis endring,"Eleven kan regne ut vekstfaktoren gitt en prosentvis økning eller reduksjon, og omvendt finne prosentvis endring fra en gitt vekstfaktor.",prosentvis-endring-to-tall;vekstfaktor-begrep,del1,"Gi eleven en prosentvis endring og be dem finne vekstfaktoren, eller omvendt: gitt en vekstfaktor, finn prosentvis endring. Begge retninger bør trenes."
sammensatt-vekstfaktor,ferdighet,Prosent og vekstfaktor,Regne ut resultat av flere prosentvise endringer på rad,"Eleven kan multiplisere flere vekstfaktorer sammen for å finne total endring etter flere påfølgende prosentvise endringer, og forklare hvorfor en økning og en like stor reduksjon (i prosent) ikke opphever hverandre.",vekstfaktor-fra-prosent,del1,"Gi eleven to eller flere påfølgende prosentvise endringer (f.eks. en verdi som faller 20 % det første året og deretter 6 % per år i flere år) og be dem sette opp et uttrykk med produktet av vekstfaktorene, samt vurdere om en oppgitt påstand om resultatet stemmer."
reversere-prosentendring,ferdighet,Prosent og vekstfaktor,Finne endringen som reverserer en prosentvis endring,"Eleven kan regne ut hvor mange prosent en verdi må øke med for å komme tilbake til utgangspunktet etter en gitt prosentvis reduksjon, og omvendt.",vekstfaktor-fra-prosent,del2,Gi eleven en prosentvis reduksjon (f.eks. en aksjeverdi som har gått ned) og be dem finne hvor mange prosent verdien må øke med for å komme tilbake til utgangsverdien. Eleven bør se at svaret ikke er den samme prosentsatsen som nedgangen.
prosentpoeng-vs-prosent,begrep,Prosent og vekstfaktor,Prosentpoeng versus prosent,"Eleven vet at prosentpoeng er den absolutte differansen mellom to prosentsatser, mens prosentvis endring beskriver endringen relativt til utgangsverdien - og at disse to tallene som regel er forskjellige.",prosent-grunnbegrep,begge,
regne-prosentpoeng-og-prosent,ferdighet,Prosent og vekstfaktor,Regne ut endring i prosentpoeng og i prosent,"Eleven kan, gitt to prosentsatser (f.eks. en rente før og etter en endring), regne ut både endringen i prosentpoeng og den prosentvise endringen, og forklare forskjellen mellom de to svarene.",prosentpoeng-vs-prosent;prosentvis-endring-to-tall,del2,"Gi eleven to prosentsatser (f.eks. en styringsrente før og etter en endring) og be dem regne ut både endringen i prosentpoeng og den prosentvise endringen, og forklare tydelig hvorfor svarene er forskjellige."
promille-begrep,begrep,Prosent og vekstfaktor,Promille,"Eleven vet at promille betyr per tusen (‰), og kan regne om mellom promille, prosent og desimaltall.",prosent-grunnbegrep,begge,
promille-i-praksis,ferdighet,Prosent og vekstfaktor,Bruke promille i en praktisk beregning,"Eleven kan bruke promille til å regne ut en andel av en mengde i en praktisk situasjon, både for å finne en delmengde og for å finne totalen når delmengden er kjent, og regne om svaret til prosent eller desimaltall ved behov.",promille-begrep,del1,"Gi eleven en praktisk situasjon der en andel er oppgitt i promille (f.eks. alkoholpromille, eller en svært liten andel av et stoff i en blanding) og be dem regne ut den tilsvarende mengden eller regne om til prosent. Gi også baklengs oppgaver: en kjent delmengde som utgjør et gitt antall promille av en ukjent helhet (f.eks. et lands befolkning som utgjør en oppgitt promille av verdens befolkning), der eleven skal finne helheten."
finne-totalen-fra-prosentdel,ferdighet,Prosent og vekstfaktor,Finne totalen når en prosentdel er kjent,Eleven kan bestemme den totale mengden når én prosentdel og den tilhørende delmengden er kjent (baklengs prosentregning).,prosent-av-tall,del2,"Gi eleven en delmengde og hvor mange prosent denne utgjør av en ukjent helhet (f.eks. antall personer som utgjør en oppgitt prosentandel av en befolkning), og be dem finne totalen."
proporsjonalitet-begrep,begrep,Proporsjonalitet,Proporsjonalitet,"Eleven vet at to størrelser er proporsjonale når forholdet mellom dem er konstant, slik at den ene er lik den andre multiplisert med en konstant (rett linje gjennom origo).",,begge,
omvendt-proporsjonalitet-begrep,begrep,Proporsjonalitet,Omvendt proporsjonalitet,"Eleven vet at to størrelser er omvendt proporsjonale når produktet av dem er konstant, slik at den ene øker når den andre minker tilsvarende.",,begge,
avgjore-proporsjonalitet,ferdighet,Proporsjonalitet,Avgjøre om to størrelser er proporsjonale,"Eleven kan avgjøre, ut fra en tabell, en formel, en graf eller en beskrevet situasjon, om to størrelser er proporsjonale, omvendt proporsjonale, eller ingen av delene - og begrunne svaret.",proporsjonalitet-begrep;omvendt-proporsjonalitet-begrep,del1,"Gi eleven en formel eller en påstand om to størrelser (f.eks. en formel med to variabler i teller/nevner, eller en påstand om at høyde og volum er proporsjonale for en bestemt type figur) og be dem argumentere for om påstanden er sann eller usann, uten kalkulator. Situasjonen kan også gis som et sett grafer (f.eks. fire ulike funksjonsgrafer) - be eleven da avgjøre og begrunne, ut fra grafenes form, hvilke som viser proporsjonale og hvilke som viser omvendt proporsjonale sammenhenger."
fylle-ut-omvendt-proporsjonal-tabell,ferdighet,Proporsjonalitet,Fylle ut en tabell med omvendt proporsjonale størrelser,Eleven kan fylle ut manglende verdier i en tabell slik at to størrelser i tabellen blir omvendt proporsjonale.,omvendt-proporsjonalitet-begrep,del1,"Gi eleven en tabell med noen kjente verdipar og noen manglende verdier, og be dem fylle ut tabellen slik at de to størrelsene blir omvendt proporsjonale."
bruke-proporsjonalitet-beregning,ferdighet,Proporsjonalitet,Bruke proporsjonalitet til å finne en ukjent størrelse,"Eleven kan bruke proporsjonalitet eller omvendt proporsjonalitet til å regne ut en ukjent størrelse i en praktisk situasjon, gitt sammenhengen mellom to andre kjente verdier.",avgjore-proporsjonalitet,begge,"Gi eleven en praktisk situasjon der to størrelser er (omvendt) proporsjonale, med nok informasjon til å finne konstanten, og be dem regne ut en ukjent verdi."
lengdeenheter-omgjoring,ferdighet,Måleenheter og praktisk regning,Gjøre om mellom lengdeenheter,"Eleven kan gjøre om mellom lengdeenheter som mm, cm, m og km.",,del1,
sammensatte-enheter-begrep,begrep,Måleenheter og praktisk regning,Sammensatte måleenheter,"Eleven vet at en sammensatt måleenhet (f.eks. km/h, g/cm³ eller kr/kWh) uttrykker forholdet mellom to størrelser, og kan lese av hva enheten forteller.",,begge,
velge-egnet-enhet,ferdighet,Måleenheter og praktisk regning,Velge egnet måleenhet i en praktisk sammenheng,"Eleven kan velge en egnet måleenhet for en gitt størrelse i en praktisk sammenheng, og begrunne valget.",sammensatte-enheter-begrep,begge,"Gi eleven en praktisk størrelse (f.eks. forbruk av vann, fart, energi) og be dem velge og begrunne hvilken måleenhet som er mest hensiktsmessig å bruke i den gitte sammenhengen."
regne-med-fart,ferdighet,Måleenheter og praktisk regning,"Regne med sammenhengen mellom fart, strekning og tid","Eleven kan bruke sammenhengen mellom fart, strekning og tid til å regne ut en av størrelsene når de to andre er kjent.",sammensatte-enheter-begrep,del1,"Gi eleven to av de tre størrelsene fart, strekning og tid (i praktiske enheter, f.eks. km/h og timer/minutter) og be dem regne ut den tredje, for hånd."
regne-med-tetthet,ferdighet,Måleenheter og praktisk regning,"Regne med sammenhengen mellom masse, volum og tetthet","Eleven kan bruke sammenhengen mellom masse, volum og tetthet til å regne ut massen til et objekt gitt dimensjonene og materialets tetthet.",sammensatte-enheter-begrep;lengdeenheter-omgjoring,del1,"Gi eleven dimensjonene til et enkelt geometrisk objekt (f.eks. en rektangulær plate) i millimeter og materialets tetthet i g/cm³, og be dem regne ut massen. Krev at eleven gjør om til riktig enhet underveis."
regne-med-valuta-omregning,ferdighet,Måleenheter og praktisk regning,Regne med valuta- og enhetsomregning i praktisk situasjon,"Eleven kan kombinere valutaomregning og omregning mellom måleenhetssystemer (f.eks. pund og kilogram) til å løse en praktisk, sammensatt oppgave.",sammensatte-enheter-begrep,del2,"Gi eleven en pris i en annen valuta for en mengde oppgitt i et annet enhetssystem (f.eks. dollar per pund), sammen med en valutakurs og omregningsfaktor, og be dem finne prisen per kilogram i norske kroner."
regne-med-energi-kwh,ferdighet,Måleenheter og praktisk regning,Regne ut energibehov og strømkostnad,"Eleven kan regne ut energibehovet (i joule) for å varme opp en mengde vann, regne om til kilowattimer, og bruke strømprisen til å finne kostnaden.",sammensatte-enheter-begrep,del2,"Gi eleven opplysninger om hvor mye energi som kreves for å varme opp én liter vann én grad, en mengde vann og en temperaturøkning, samt strømprisen per kWh, og be dem regne ut kostnaden. La eleven bruke kalkulator til selve utregningen."
gjennomsnittlig-forbruk-per-periode,ferdighet,Måleenheter og praktisk regning,Regne ut gjennomsnittlig forbruk per tidsperiode,"Eleven kan regne ut gjennomsnittlig forbruk per kortere tidsperiode (f.eks. per måned) gitt totalt forbruk over en lengre periode (f.eks. et år), inkludert nødvendig enhetsomregning.",sammensatte-enheter-begrep,del1,"Gi eleven et totalt forbruk (f.eks. kubikkmeter vann) over en lengre periode (f.eks. ett år) og be dem finne gjennomsnittlig forbruk per kortere periode (f.eks. per måned), inkludert eventuell omregning til liter."
formelbruk-begrep,begrep,"Geometri: areal, volum og formler",Formelbruk,"Eleven vet at en oppgitt formel (geometrisk eller fra en annen praktisk sammenheng, f.eks. fysikk) kobler sammen flere størrelser, og at man kan sette inn kjente verdier i formelen for å finne en ukjent størrelse.",,begge,
sirkel-omkrets-areal,ferdighet,"Geometri: areal, volum og formler",Bruke formlene for omkrets og areal av en sirkel,Eleven kan bruke formlene for omkrets og areal av en sirkel til å regne ut en av størrelsene når radius (eller en annen tilstrekkelig opplysning) er kjent.,formelbruk-begrep,del2,"Gi eleven radius (eller diameter) til en sirkel, eventuelt en del av en sirkel (f.eks. en halvsirkel som del av en sammensatt figur), og be dem regne ut omkretsen eller arealet."
volum-pyramide,ferdighet,"Geometri: areal, volum og formler",Bruke volumformelen for en pyramide,"Eleven kan bruke volumformelen for en pyramide til å regne ut volumet, eller til å finne en ukjent lengde (f.eks. høyden) når volumet er kjent.",formelbruk-begrep,del1,"Gi eleven opplysninger om grunnflaten og høyden til en pyramide (eller omvendt, et kjent volum og en sammenheng mellom grunnflate og høyde) og be dem finne den ukjente størrelsen, for hånd."
areal-omkrets-sammensatt-figur,ferdighet,"Geometri: areal, volum og formler",Regne ut areal og omkrets av en sammensatt figur,Eleven kan sette opp et uttrykk for og regne ut arealet eller omkretsen av en sammensatt figur (f.eks. et rektangel kombinert med en halvsirkel) ved å dele figuren opp i kjente delfigurer.,sirkel-omkrets-areal,del2,"Gi eleven en skisse eller beskrivelse av en sammensatt figur satt sammen av kjente delfigurer (f.eks. rektangel og halvsirkel), med nok mål til å regne ut arealet, og be dem regne det ut - eventuelt også omkretsen."
losse-formel-for-annen-variabel,ferdighet,"Geometri: areal, volum og formler",Løse en formel med hensyn på en annen variabel,"Eleven kan løse en oppgitt formel med hensyn på en annen variabel enn den formelen opprinnelig er gitt for, gitt tallverdier for de øvrige variablene.",formelbruk-begrep,begge,"Gi eleven en formel med flere variabler og tallverdier for alle unntatt én, og be dem løse for den gjenstående ukjente variabelen."
omkrets-jorda-fra-breddegrad,ferdighet,"Geometri: areal, volum og formler",Bruke breddegrader til å anslå avstander og jordas omkrets,"Eleven kan bruke sammenhengen mellom breddegrad, bueminutt og nautisk mil til å regne ut avstanden mellom to breddegrader, anslå jordas omkrets, og finne hvor stor prosentdel en gitt avstand utgjør av hele omkretsen.",bruke-proporsjonalitet-beregning,del2,"Gi eleven sammenhengen mellom bueminutt og nautisk mil, og be dem regne ut avstanden mellom to breddegrader, anslå jordas omkrets ut fra dette, og eventuelt finne hvor stor prosentdel avstanden mellom to oppgitte steder utgjør av hele omkretsen."
variabel-begrep,begrep,Lineære modeller og funksjoner,Variabel,"Eleven vet hva en variabel er, og forstår hvordan en variabel kan representere en ukjent eller varierende størrelse i en praktisk situasjon.",,begge,
lineaer-sammenheng-begrep,begrep,Lineære modeller og funksjoner,Lineær sammenheng,"Eleven vet at en lineær sammenheng har konstant endring (stigningstall) for hver økning i x, og kan skrive den på formen y = a·x + b.",variabel-begrep;matematisk-modell-begrep,begge,
stigningstall-fra-graf,ferdighet,Lineære modeller og funksjoner,Bestemme stigningstallet til en rett linje,"Eleven kan bestemme stigningstallet (og eventuelt konstantleddet) til en rett linje ut fra en graf eller to kjente punkter, og tolke stigningstallet praktisk i konteksten.",lineaer-sammenheng-begrep;graf-begrep,del1,"Vis eleven en graf med en eller flere rette linjer (eller oppgi to punkter på en linje) fra en praktisk sammenheng, og be dem bestemme stigningstallet og forklare hva det betyr i konteksten (f.eks. en timelønn)."
sette-opp-lineaer-modell-tekst,ferdighet,Lineære modeller og funksjoner,Sette opp en lineær modell ut fra en tekst,Eleven kan sette opp en lineær modell (funksjonsuttrykk) ut fra en tekstbeskrivelse med en fast del (f.eks. en grunnpris eller årsavgift) og en variabel del som er proporsjonal med en variabel (f.eks. en pris per enhet).,stigningstall-fra-graf,del1,"Gi eleven en tekstsituasjon med en fast kostnad og en kostnad per enhet (f.eks. en årsavgift pluss en pris per passering), med nok informasjon (f.eks. to observasjoner) til å bestemme begge konstantene, og be dem sette opp en lineær modell."
lose-likning-med-lineaer-modell,ferdighet,Lineære modeller og funksjoner,Bruke en lineær modell til å løse en likning,"Eleven kan bruke en oppsatt lineær modell til å løse en likning og finne en ukjent størrelse (f.eks. hvor mange ganger noe har skjedd, gitt en kjent totalkostnad).",sette-opp-lineaer-modell-tekst;likning-begrep,del1,"Gi eleven en ferdig lineær modell (eller be dem bruke en de nettopp har satt opp) og en kjent funksjonsverdi, og be dem løse likningen for å finne den tilhørende, ukjente variabelen."
tallfolge-monster,begrep,Lineære modeller og funksjoner,Mønster i en tallfølge,"Eleven vet at en tallfølge kan bygges opp etter et gjenkjennelig mønster, og at mønsteret kan uttrykkes med en formel som avhenger av leddnummeret.",variabel-begrep,del1,
generalisere-tallfolge-formel,ferdighet,Lineære modeller og funksjoner,Finne et bestemt ledd og en generell formel for en tallfølge,"Eleven kan, gitt de første leddene i en tallfølge - som tall eller som en figurrekke - og et antydet mønster, finne et bestemt ledd langt ute i følgen og sette opp en generell formel for ledd nummer n.",tallfolge-monster,del1,"Gi eleven de første leddene i en tallfølge og et antydet mønster (f.eks. skrevet som en serie regnestykker, eller vist som en rekke figurer bygd opp av små kvadrater), og be dem bruke mønsteret til å finne et bestemt, senere ledd, og deretter sette opp en generell formel for ledd nummer n. Hvis mønsteret er gitt som figurer, be eleven først telle antall enheter i de gitte figurene."
funksjonsbegrep-generelt,begrep,Ikke-lineære funksjoner og modellering,Funksjon,"Eleven forstår en funksjon som en sammenheng der hver x-verdi gir nøyaktig én y-verdi, og kan lese av funksjonsverdier (f(x)) fra en formel, en tabell eller en graf.",variabel-begrep,begge,
eksponentiell-modell-begrep,begrep,Ikke-lineære funksjoner og modellering,Eksponentiell modell,Eleven kjenner igjen en eksponentiell sammenheng (konstant vekstfaktor per tidsenhet) og forstår den generelle formen f(x) = a·b^x.,funksjonsbegrep-generelt;vekstfaktor-fra-prosent;vekstfaktor-begrep;matematisk-modell-begrep,begge,
sette-opp-eksponentiell-modell,ferdighet,Ikke-lineære funksjoner og modellering,Sette opp en eksponentiell modell,Eleven kan sette opp en eksponentiell modell ut fra to kjente punkter eller en beskrevet situasjon med antatt konstant prosentvis endring.,eksponentiell-modell-begrep,del2,"Gi eleven to kjente verdier (f.eks. en bestand på to ulike tidspunkt) og en antakelse om eksponentiell utvikling, og be dem sette opp en eksponentiell modell f(x) = a·b^x og bruke digitalt verktøy til å tegne grafen."
potensmodell-begrep,begrep,Ikke-lineære funksjoner og modellering,Potensmodell,"Eleven kjenner igjen en potensmodell f(x) = a·x^b, og vet at den brukes når veksten endrer seg med x på en annen måte enn i en eksponentiell modell.",funksjonsbegrep-generelt;matematisk-modell-begrep,del2,
bestemme-potensmodell-fra-tabell,ferdighet,Ikke-lineære funksjoner og modellering,Bestemme en potensmodell ut fra en tabell med data,"Eleven kan bruke digitalt verktøy (regresjon) til å bestemme konstantene a og b i en potensmodell ut fra en tabell med sammenhørende verdier, tegne grafen, og bruke modellen til å lese av eller regne ut funksjonsverdier.",potensmodell-begrep,del2,"Gi eleven en tabell med sammenhørende verdier (f.eks. lengde og vekt for en type fisk) og be dem bruke digitalt verktøy til å finne en potensmodell som passer dataene, tegne grafen, og bruke modellen til å svare på et praktisk spørsmål (f.eks. finne x gitt en funksjonsverdi, eller finne stigningstallet til sekanten mellom to punkter)."
kvadratisk-modell-begrep,begrep,Ikke-lineære funksjoner og modellering,Kvadratisk modell,"Eleven kjenner igjen en kvadratisk modell (f.eks. en kostnadsfunksjon på formen K(x) = x² + b·x + c), og vet at konstantleddet forteller verdien av funksjonen når x = 0.",funksjonsbegrep-generelt;matematisk-modell-begrep,del1,
kvadratisk-kostnadsmodell,ferdighet,Ikke-lineære funksjoner og modellering,Tolke og bruke en kvadratisk kostnadsmodell,"Eleven kan tolke en kvadratisk kostnadsmodell praktisk (f.eks. hva konstantleddet forteller om faste kostnader), og bestemme en ukjent parameter i modellen når en funksjonsverdi er oppgitt.",kvadratisk-modell-begrep,del1,"Gi eleven en kvadratisk kostnadsmodell K(x) = x² + b·x + c med én ukjent parameter, og be dem både tolke K(0) praktisk og bestemme den ukjente parameteren når kostnaden ved en oppgitt produksjonsmengde er kjent - for hånd, uten kalkulator."
tolke-graf-form,ferdighet,Ikke-lineære funksjoner og modellering,Kjenne igjen graf-former fra en beskrevet situasjon,"Eleven kan begrunne hvilken graf-form (lineær, eksponentiell, S-formet/stabiliserende, trappetrinn, eller avtakende med avtakende endring) som passer til en gitt, beskrevet praktisk situasjon, og omvendt.",funksjonsbegrep-generelt;lineaer-sammenheng-begrep;eksponentiell-modell-begrep;graf-begrep,del2,"Gi eleven flere korte beskrivelser av praktiske situasjoner (f.eks. en bestand med fast prosentvis nedgang, en kostnad som fordeles på flere personer, en trinnvis prisstruktur, en bestand som vokser og deretter stabiliserer seg) sammen med et sett skisserte grafer, og be dem koble hver situasjon til riktig graf og begrunne valget."
sammenligne-modeller-grafisk,ferdighet,Ikke-lineære funksjoner og modellering,Sammenligne to modeller grafisk og finne skjæringspunktet,"Eleven kan sammenligne to ulike modeller (f.eks. en lineær mot en eksponentiell, eller en synkende mot en konstant) grafisk eller ved likning, finne skjæringspunktet, og tolke det praktisk.",tolke-graf-form;sette-opp-eksponentiell-modell;graf-begrep;likning-begrep;skjaeringspunkt-begrep,begge,"Gi eleven to modeller av samme situasjon (f.eks. et lineært og et eksponentielt anslag for samme bestand, eller en synkende pris per enhet mot en fast enkeltpris), og be dem finne og tolke skjæringspunktet mellom dem, enten grafisk eller algebraisk."
justere-modell-for-grensebetingelse,ferdighet,Ikke-lineære funksjoner og modellering,Justere en modell etter en grensebetingelse,"Eleven kan justere en eksponentiell modell slik at den tar hensyn til en ekstra betingelse (f.eks. at en størrelse skal stabilisere seg på et gitt nivå i stedet for å gå mot null), og forklare hvilken antakelse justeringen bygger på.",sette-opp-eksponentiell-modell,del2,"Gi eleven en eksponentiell modell som ikke fanger opp en kjent grensebetingelse (f.eks. at en bestand skal stabilisere seg på et nivå i stedet for å gå mot null), og be dem forklare hvordan modellen bør justeres og hvilken antakelse justeringen bygger på."
optimere-med-graf,ferdighet,Ikke-lineære funksjoner og modellering,Optimere en størrelse ved hjelp av graf,"Eleven kan sette opp et funksjonsuttrykk for en størrelse som skal gjøres størst eller minst mulig gitt en begrensning, bruke digitalt verktøy til å tegne grafen, og bestemme og tolke det optimale punktet.",areal-omkrets-sammensatt-figur;losse-formel-for-annen-variabel;funksjonsbegrep-generelt;graf-begrep,del2,"Gi eleven en praktisk situasjon med en begrensning (f.eks. en fast total lengde som skal fordeles) og en størrelse som skal optimeres (f.eks. et areal), og be dem sette opp et funksjonsuttrykk, tegne grafen med digitalt verktøy, og bestemme det optimale punktet."
programmering-variabel-tilordning,begrep,Programmering,Variabeltilordning og løkker i kode,"Eleven vet hvordan en variabel tilordnes og oppdateres i et program, og hvordan en while-løkke gjentar en eller flere kodelinjer så lenge en betingelse er sann.",,del1,
lese-og-tolke-kode-med-lokke,ferdighet,Programmering,Lese og forutsi resultatet av kode med løkke og funksjoner,"Eleven kan lese Python-kode med definerte funksjoner og en while-løkke, følge programmet steg for steg for hånd, og forutsi hva som blir skrevet ut når programmet kjøres.",programmering-variabel-tilordning;funksjonsbegrep-generelt,del1,"Gi eleven et kort Python-program med en eller to definerte funksjoner og en while-løkke som oppdaterer en eller flere variabler, og be dem, uten å kjøre koden, lage en oversikt over verdiene underveis og forutsi hva programmet skriver ut."
koble-kode-til-matematisk-modell,ferdighet,Programmering,Koble kode til den matematiske modellen den representerer,"Eleven kan koble variabler og funksjoner i et program til de tilsvarende matematiske størrelsene og modellene de representerer, og forklare i ord hva resultatet av å kjøre programmet forteller i konteksten.",lese-og-tolke-kode-med-lokke;generalisere-tallfolge-formel,del1,"Gi eleven et kort program som modellerer en praktisk situasjon (f.eks. to konkurrerende modeller for en bestand, eller en tallfølge med et mønster), og be dem forklare hvilket praktisk spørsmål programmet er laget for å svare på, og hva de utskrevne verdiene betyr i konteksten."
addere-tall-standardform,ferdighet,"Tall, potenser og standardform",Addere og subtrahere tall på standardform,"Eleven kan addere eller subtrahere tall gitt på standardform med ulike eksponenter, ved å sette dem om til samme eksponent eller til vanlig desimalform før de legges sammen.",tall-standardform-om,del1,"Gi eleven 2-3 tall på standardform med ulike eksponenter (f.eks. antall ulike typer blodceller i én liter blod: 7·10^9, 5·10^12 og 3·10^11) og be dem finne summen for hånd, uten kalkulator. Krev at eleven først skriver om til samme eksponent eller til vanlig form før de adderer."
utforske-standardform-produkt,ferdighet,"Tall, potenser og standardform",Kombinere siffer og eksponenter på standardform til et gitt produkt,"Eleven kan utforske og begrunne ulike måter å sette sammen sifre og eksponenter i et produkt av to tall på standardform, slik at produktet blir en gitt verdi, og vise at flere løsninger finnes.",standardform-begrep;potens-regne-uttrykk,del1,"Gi eleven en oppgave der de skal fylle inn sifre og eksponenter i et uttrykk på formen □·10^□ · □·10^□ = (et gitt sluttall, f.eks. 8 000 000 000), med en begrensning på hvilke sifre som kan brukes og at ingen siffer kan brukes flere ganger. Be dem finne minst to ulike løsninger og vise utregningen for hånd, uten kalkulator."
illustrere-proporsjonalitet-graf,ferdighet,Proporsjonalitet,Beskrive og grafisk framstille en (omvendt) proporsjonal situasjon,"Eleven kan selv beskrive en praktisk situasjon der to størrelser er proporsjonale eller omvendt proporsjonale, forklare hvorfor, og tegne en graf som illustrerer sammenhengen med korrekt merkede punkter.",proporsjonalitet-begrep;omvendt-proporsjonalitet-begrep,del1,"Be eleven selv finne på en praktisk situasjon der to størrelser er omvendt proporsjonale (eller proporsjonale), forklare med egne ord hvorfor størrelsene er (omvendt) proporsjonale, tegne en graf for hånd som illustrerer sammenhengen, og markere minst tre punkter på grafen med riktige koordinater."
regne-ut-enhetspris,ferdighet,Måleenheter og praktisk regning,Regne ut enhetspris,"Eleven kan regne ut en enhetspris (f.eks. kroner per kvadratmeter eller kroner per kilogram) ut fra oppgitt pris og mål på en vare, inkludert nødvendig omregning mellom måleenheter.",sammensatte-enheter-begrep;lengdeenheter-omgjoring,del2,"Gi eleven pris og mål (f.eks. lengde og bredde i millimeter, pris per løpemeter) for et par varianter av en vare, og be dem regne ut og sammenligne prisen per kvadratmeter (eller annen relevant enhet) for hver variant. Krev riktig omregning mellom mm/m/m² underveis."
bruke-sammensatt-rate-i-flere-steg,ferdighet,Måleenheter og praktisk regning,Bruke en sammensatt rate i en flerstegs praktisk beregning,"Eleven kan bruke en oppgitt sammensatt rate (f.eks. mg per kilogram kroppsvekt, mg per milliliter, kroner per kilowattime) i en praktisk beregning som krever flere regnesteg, eventuelt med fordeling på flere enheter eller doser.",sammensatte-enheter-begrep,del2,"Gi eleven en praktisk situasjon med flere sammenhengende rater (f.eks. en dose legemiddel per kilogram kroppsvekt per døgn, fordelt på flere doser, og en konsentrasjon oppgitt som mengde per milliliter) og be dem regne seg fram til en endelig, praktisk størrelse (f.eks. hvor mange milliliter per dose) steg for steg."
