id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
bruke-formlikhet-til-ukjent-lengde,ferdighet,Geometri,Bruke formlikhet til å finne en ukjent lengde,"Eleven kan bruke formlikhet (forholdet mellom tilsvarende sider) til å regne ut en ukjent lengde i en praktisk situasjon, f.eks. skalering av et bilde eller høydemåling ved hjelp av skygger.",avgjore-formlikhet-kongruens,,"Gi eleven en praktisk situasjon med to formlike figurer der noen mål er kjent og én lengde er ukjent (f.eks. et fotografi som skal forstørres til en gitt bredde, eller høyden på et tre funnet ved å sammenligne skyggen med skyggen til en kjent stav), og be dem sette opp forholdet og finne den ukjente lengden."
pytagoras-begrep,begrep,Geometri,Pytagoras' læresetning,"Eleven kjenner Pytagoras' læresetning (a² + b² = c² i en rettvinklet trekant, der c er hypotenusen) og vet hvilken side som er hypotenusen.",kvadratrot-repetisjon-9;trekanttyper-vinkel-begrep,,
bruke-pytagoras-til-ukjent-side,ferdighet,Geometri,Bruke Pytagoras til å finne en ukjent side,"Eleven kan bruke Pytagoras' læresetning til å regne ut en ukjent side i en rettvinklet trekant i en praktisk situasjon.",pytagoras-begrep,,"Gi eleven en praktisk, rettvinklet situasjon (f.eks. en stige mot en vegg, eller en snarvei over et rektangulært jorde) med to kjente lengder, og be dem bruke Pytagoras' læresetning til å finne den tredje lengden."
bruke-pytagoras-og-formlikhet-sammen,ferdighet,Geometri,Kombinere Pytagoras og formlikhet,"Eleven kan kombinere Pytagoras' læresetning og formlikhet til å løse en sammensatt, praktisk problemstilling.",bruke-pytagoras-til-ukjent-side;bruke-formlikhet-til-ukjent-lengde,,"Gi eleven en sammensatt praktisk situasjon der både formlikhet og Pytagoras trengs (f.eks. to formlike, rettvinklede trekanter der bare noen mål i den ene er kjent), og be dem løse oppgaven steg for steg og forklare hvilket verktøy de bruker når."
undersoke-sammenhenger-sidelengder-trekant,ferdighet,Geometri,Utforske sammenhenger mellom sidelengder i en trekant,"Eleven kan utforske, beskrive og argumentere for sammenhenger mellom sidelengdene i en trekant, f.eks. at summen av to sider alltid må være større enn den tredje, eller hvordan man kan avgjøre om en trekant er rettvinklet ut fra sidelengdene.",pytagoras-begrep,,"Gi eleven tre sidelengder og be dem avgjøre om de kan danne en trekant, og eventuelt om trekanten er rettvinklet, butt- eller spissvinklet - basert på sammenhengen mellom kvadratene av sidelengdene. Be dem begrunne svaret, ikke bare tegne."
endre-forutsetning-geometrisk-praktisk,ferdighet,Geometri,Endre en forutsetning i et geometrisk problem,"Eleven kan utforske og forklare hvordan det å endre en forutsetning i et geometrisk problem (f.eks. en lengde eller en vinkel) påvirker løsningen, praktisk og med konkrete tall.",bruke-pytagoras-til-ukjent-side,,"Gi eleven et løst geometrisk problem (f.eks. lengden på en stige mot en vegg) og be dem regne ut på nytt hva som skjer med svaret hvis én forutsetning endres (f.eks. avstanden fra veggen økes med 50 cm), og forklare hvorfor svaret endrer seg som det gjør."
algebraisk-uttrykk-repetisjon-9,begrep,Geometri,Variabler og algebraiske uttrykk,"Eleven vet hva en variabel og et algebraisk uttrykk er, og kan sette opp og forenkle et enkelt uttrykk med tall, variabler og konstanter.",,,
endre-forutsetning-geometrisk-algebraisk,ferdighet,Geometri,Uttrykke en geometrisk endring algebraisk,"Eleven kan uttrykke hvordan en løsning i et geometrisk problem endres algebraisk når en forutsetning erstattes med en variabel, og sette opp et generelt uttrykk for løsningen.",endre-forutsetning-geometrisk-praktisk;algebraisk-uttrykk-repetisjon-9,,"Gi eleven det samme geometriske problemet som i forrige ferdighet, men be dem denne gangen erstatte den forutsetningen som endres med en variabel (f.eks. avstanden fra veggen kalt x), og sette opp et algebraisk uttrykk for den ukjente lengden som funksjon av x."
overflate-volum-formel-begrep,begrep,Geometri,Formler for overflateareal og volum,"Eleven vet at formler for overflateareal og volum av tredimensjonale figurer (f.eks. prisme, sylinder, kule, kjegle og pyramide) kobler sammen figurens mål med arealet eller volumet.",,,
bruke-formel-overflate-volum,ferdighet,Geometri,Bruke og begrunne formler for overflateareal og volum,"Eleven kan bruke og argumentere for formler for overflateareal og volum til å regne ut disse størrelsene for ulike tredimensjonale figurer.",overflate-volum-formel-begrep,,"Gi eleven målene til en tredimensjonal figur (f.eks. radius og høyde på en sylinder, eller kantlengden på en kube) og be dem regne ut overflatearealet og volumet, og kort begrunne hvorfor formelen de bruker gir riktig areal eller volum."
sammensatt-3d-figur-volum-overflate,ferdighet,Geometri,Regne ut volum og overflate av en sammensatt figur,"Eleven kan regne ut volum og overflateareal av en sammensatt tredimensjonal figur satt sammen av kjente delfigurer.",bruke-formel-overflate-volum,,"Gi eleven en beskrivelse eller skisse av en sammensatt gjenstand (f.eks. et hus formet som et prisme med en pyramide som tak, eller en beholder formet som en sylinder med en halvkule i bunnen), med nok mål, og be dem regne ut det totale volumet og eventuelt overflatearealet ved å dele figuren opp i kjente delfigurer."
statistisk-fremstilling-begrep,begrep,Statistikk og sannsynlighet,Statistiske framstillinger,"Eleven vet hvilke typer statistiske framstillinger (søylediagram, linjediagram, sektordiagram og lignende) som finnes, og når hver av dem er egnet.",,,
tolke-statistisk-fremstilling-media,ferdighet,Statistikk og sannsynlighet,Tolke og vurdere en statistisk framstilling fra media,"Eleven kan tolke og kritisk vurdere en statistisk framstilling hentet fra media eller lokalsamfunnet, og vurdere om den gir et rettferdig bilde av dataene.",statistisk-fremstilling-begrep,,"Vis eleven en statistisk framstilling hentet fra en avisartikkel eller en lignende kilde (eller en konstruert framstilling som ligner), og be dem forklare hva framstillingen viser, og vurdere om noe ved den (f.eks. valg av skala, tidsperiode eller diagramtype) kan gi et misvisende inntrykk."
sentralmal-begrep,begrep,Statistikk og sannsynlighet,Sentralmål,"Eleven vet hva gjennomsnitt, median og typetall (modus) er, og hva hvert av dem forteller om et datasett.",,,
spredningsmal-begrep,begrep,Statistikk og sannsynlighet,Spredningsmål,"Eleven vet hva variasjonsbredde er, og hva den forteller om spredningen i et datasett.",sentralmal-begrep,,
regne-ut-sentralmal-og-spredningsmal,ferdighet,Statistikk og sannsynlighet,Regne ut sentralmål og spredningsmål,"Eleven kan regne ut gjennomsnitt, median, typetall og variasjonsbredde for et eget eller reelt datasett.",spredningsmal-begrep,,"Gi eleven et datasett (f.eks. tall eleven selv har samlet inn i klassen, eller et oppgitt datasett) og be dem regne ut gjennomsnitt, median, typetall og variasjonsbredde, og vise utregningen for hvert mål."
bruke-sentralmal-til-a-beskrive-data,ferdighet,Statistikk og sannsynlighet,Bruke sentralmål og spredningsmål til å sammenligne to grupper,"Eleven kan bruke sentralmål og spredningsmål til å beskrive og sammenligne to datasett (f.eks. to grupper), og forklare hva forskjellene mellom dem betyr.",regne-ut-sentralmal-og-spredningsmal,,"Gi eleven to datasett som kan sammenlignes (f.eks. resultater fra to klasser, eller to grupper), be dem regne ut sentralmål og spredningsmål for begge, og skrive en kort sammenligning av hva tallene forteller om forskjellen mellom gruppene."
argumentere-med-tallframstilling,ferdighet,Statistikk og sannsynlighet,Argumentere med statistiske framstillinger,"Eleven kan sammenligne og argumentere for hvordan ulike framstillinger av de samme tallene eller dataene kan brukes til å fremme ulike synspunkter, og gjennomskue en villedende framstilling.",tolke-statistisk-fremstilling-media;bruke-sentralmal-til-a-beskrive-data,,"Gi eleven to ulike diagrammer som viser de samme underliggende dataene, men som er laget for å støtte to motsatte synspunkter (f.eks. ulik akseskala eller ulikt valg av sentralmål), og be dem forklare hvordan hvert diagram prøver å overbevise leseren, og hvilket som gir det mest rettferdige bildet."
sannsynlighet-begrep,begrep,Statistikk og sannsynlighet,Sannsynlighet,"Eleven vet hva sannsynlighet er (et tall mellom 0 og 1, eller mellom 0 % og 100 %, som beskriver hvor sannsynlig en hendelse er), og kjenner komplementregelen: P(ikke A) = 1 - P(A).",,,
utfallsrom-begrep,begrep,Statistikk og sannsynlighet,Utfallsrom,"Eleven vet hva et utfallsrom er (alle mulige utfall av et tilfeldig forsøk), og kan telle opp gunstige og mulige utfall i et gitt utfallsrom.",sannsynlighet-begrep,,
beregne-sannsynlighet-statistikk-spill,ferdighet,Statistikk og sannsynlighet,Beregne sannsynlighet i statistikk og spill,"Eleven kan beregne og vurdere sannsynlighet i statistikk og i spill, blant annet ved å bruke utfallsrom og komplementregelen.",sannsynlighet-begrep;utfallsrom-begrep,,"Gi eleven en situasjon med et kjent utfallsrom (f.eks. terningkast, kortstokk, eller en pose med kuler i ulike farger) og be dem regne ut sannsynligheten for en bestemt hendelse, og for det motsatte av hendelsen ved hjelp av komplementregelen."
uavhengige-hendelser-begrep,begrep,Statistikk og sannsynlighet,Uavhengige hendelser,"Eleven vet hva det vil si at to hendelser er uavhengige (utfallet av den ene påvirker ikke sannsynligheten for den andre), og at sannsynligheten for at flere uavhengige hendelser alle inntreffer finnes ved å multiplisere enkeltsannsynlighetene.",sannsynlighet-begrep;utfallsrom-begrep,,
sannsynlighet-uavhengige-hendelser,ferdighet,Statistikk og sannsynlighet,Beregne sannsynlighet for flere uavhengige hendelser,"Eleven kan beregne sannsynligheten for at to eller flere uavhengige hendelser inntreffer etter hverandre, ved å multiplisere sannsynlighetene (f.eks. ved trekning med tilbakelegging).",beregne-sannsynlighet-statistikk-spill;uavhengige-hendelser-begrep,,"Gi eleven en situasjon med to eller flere uavhengige trekninger (f.eks. å trekke en kule, legge den tilbake, og trekke igjen), og be dem regne ut sannsynligheten for en gitt kombinasjon av utfall ved å multiplisere enkeltsannsynlighetene."
simulere-tilfeldig-forsok-programmering,ferdighet,Statistikk og sannsynlighet,Simulere et tilfeldig forsøk med programmering,"Eleven kan bruke programmering til å simulere utfall i tilfeldige forsøk (f.eks. terningkast eller myntkast), og bruke resultatene til å anslå en sannsynlighet.",sannsynlighet-begrep,,"Gi eleven i oppdrag å skrive et enkelt program som simulerer et tilfeldig forsøk mange ganger (f.eks. 1000 terningkast) ved hjelp av en tilfeldighetsfunksjon, telle opp hvor mange ganger et gitt utfall skjer, og bruke dette til å anslå sannsynligheten. Be dem sammenligne den simulerte sannsynligheten med den teoretiske."
beregne-sannsynlighet-med-programmering,ferdighet,Statistikk og sannsynlighet,Beregne sannsynlighet ved hjelp av programmering,"Eleven kan bruke programmering til å beregne (ikke bare simulere) sannsynligheten for at noe skal inntreffe, f.eks. ved å telle opp gunstige og mulige utfall i kode.",simulere-tilfeldig-forsok-programmering;sannsynlighet-uavhengige-hendelser,,"Gi eleven et problem med et utfallsrom som er stort nok til at det er upraktisk å telle for hånd (f.eks. alle kombinasjoner av to terninger), og be dem skrive et program som går gjennom (eller genererer) alle mulige utfall i kode, teller opp de gunstige, og regner ut sannsynligheten eksakt."
