id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
kf-data-simuleringer,ferdighet,Kjemi som fag,"Bruke data, simuleringer og beregninger i tolkninger","Eleven kan bruke gitte data, en simulering eller en beregning som grunnlag for å tolke et kjemisk fenomen og trekke en konklusjon.",,,"Gi eleven et datasett, en graf fra en simulering, eller en beregning knyttet til et kjemisk fenomen, og be dem tolke hva dataene viser og trekke en konklusjon."
kf-kildekritikk-begrep,begrep,Kjemi som fag,Kildekritikk i kjemifaglig sammenheng,"Eleven vet hva som kjennetegner en pålitelig kjemifaglig kilde (f.eks. fagfellevurdering, forfatterens kompetanse, interessekonflikter), til forskjell fra en upålitelig kilde.",,,
kf-presentere-kilder,ferdighet,Kjemi som fag,Presentere og drøfte kjemifaglig innhold fra ulike kilder,"Eleven kan presentere kjemifaglig innhold hentet fra ulike kilder, kritisk vurdere hvor pålitelige kildene er, og bruke relevant teori til å drøfte innholdet.",kf-kildekritikk-begrep;kf-fagsprak,,"Gi eleven to kilder (f.eks. en fagartikkel og et nyhetsoppslag) som omtaler samme kjemifaglige tema, og be dem sammenligne påliteligheten og drøfte innholdet med utgangspunkt i det de har lært."
at-atomets-oppbygning,begrep,Atombygning og periodesystemet,Atomets oppbygning,"Eleven vet at et atom består av en kjerne med protoner og nøytroner, omgitt av elektroner, og kjenner ladningen og (tilnærmet) massen til hver av disse tre partiklene.",,,
at-atomnummer-massetall,begrep,Atombygning og periodesystemet,Atomnummer og massetall,"Eleven vet at atomnummeret er antall protoner i kjernen, og at massetallet er summen av protoner og nøytroner i kjernen.",at-atomets-oppbygning,,
at-isotoper-begrep,begrep,Atombygning og periodesystemet,Isotoper,"Eleven vet at isotoper er atomer av samme grunnstoff med ulikt antall nøytroner (og dermed ulikt massetall), og at dette er grunnen til at atommassen til et grunnstoff sjelden er et helt tall.",at-atomnummer-massetall,,
at-beregne-atommasse,ferdighet,Atombygning og periodesystemet,Beregne gjennomsnittlig atommasse fra isotopfordeling,Eleven kan beregne den gjennomsnittlige atommassen til et grunnstoff ut fra massen og den prosentvise forekomsten til hver isotop.,at-isotoper-begrep,,"Gi eleven massen og forekomsten til to isotoper av et grunnstoff, og be dem beregne den gjennomsnittlige atommassen - eller la dem regne baklengs og finne massen til én isotop når atommassen og forekomsten er kjent."
at-ion-begrep,begrep,Atombygning og periodesystemet,Ion,Eleven vet at et ion er et atom eller molekyl som har fått en elektrisk ladning ved å avgi eller motta ett eller flere elektroner.,at-atomets-oppbygning,,
at-periodesystemets-oppbygning,begrep,Atombygning og periodesystemet,Periodesystemets oppbygning,"Eleven vet hvordan periodesystemet er bygget opp i perioder (rader) og grupper (kolonner), og kjenner til hovedgruppene (f.eks. alkalimetaller, halogener, edelgasser).",,,
at-bestemme-ionladning,ferdighet,Atombygning og periodesystemet,Bestemme ladningen til et enkelt ion,Eleven kan bruke plasseringen til et grunnstoff i periodesystemet til å bestemme hvilken ladning grunnstoffet danner som ion.,at-ion-begrep;at-periodesystemets-oppbygning,,"Gi eleven et sett grunnstoffer fra ulike hovedgrupper, og be dem bestemme ladningen til ionet hvert av dem danner, med en kort begrunnelse."
at-orbitalmodell-begrep,begrep,Atombygning og periodesystemet,Orbitalmodellen,"Eleven vet at elektronene i et atom er fordelt på hovedskall og underskall (s, p, d, f), og kjenner det maksimale antallet elektroner hvert underskall kan romme.",,,
at-elektronkonfigurasjon,ferdighet,Atombygning og periodesystemet,Skrive elektronkonfigurasjonen til et grunnstoff,Eleven kan skrive elektronkonfigurasjonen til et gitt grunnstoff ved å fylle elektronene inn i underskallene i riktig rekkefølge.,at-orbitalmodell-begrep;at-atomets-oppbygning,,"Gi eleven noen grunnstoffer med ulikt atomnummer (gjerne noen fra overgangsmetallene), og be dem skrive elektronkonfigurasjonen til hvert av dem."
at-valenselektroner-begrep,begrep,Atombygning og periodesystemet,Valenselektroner,"Eleven vet at valenselektroner er elektronene i det ytterste skallet til et atom, og at disse er avgjørende for hvordan atomet reagerer kjemisk.",at-elektronkonfigurasjon,,
at-kjerneladning-begrep,begrep,Atombygning og periodesystemet,Effektiv kjerneladning,"Eleven vet at kjerneladningen er den positive ladningen i atomkjernen, og at den effektive tiltrekningen elektronene i ytterste skall kjenner øker mot høyre i en periode etter hvert som antall protoner øker.",at-atomnummer-massetall,,
at-forklare-periodiske-trender,ferdighet,Atombygning og periodesystemet,"Forklare periodiske trender i atomradius, ioniseringsenergi og elektronegativitet","Eleven kan bruke kjerneladning og elektronkonfigurasjon til å forklare og sammenligne hvordan atomradius, ioniseringsenergi og elektronegativitet endrer seg gjennom periodesystemet.",at-kjerneladning-begrep;at-valenselektroner-begrep,,"Gi eleven to grunnstoffer fra periodesystemet, og be dem avgjøre og begrunne hvilket av dem som har størst atomradius, høyest ioniseringsenergi, eller høyest elektronegativitet."
at-eksitasjon-spektrum-begrep,begrep,Atombygning og periodesystemet,"Eksitasjon, deeksitasjon og linjespektrum","Eleven vet at et elektron kan eksiteres til et høyere energinivå ved å ta opp energi, og at det sender ut lys med en bestemt bølgelengde når det faller tilbake (deeksiteres) - og at dette gir opphav til et linjespektrum som er unikt for hvert grunnstoff.",at-elektronkonfigurasjon,,
at-forklare-spektrallinjer,ferdighet,Atombygning og periodesystemet,Forklare hvordan elektronoverganger gir opphav til bestemte spektrallinjer,"Eleven kan koble en gitt elektronovergang mellom to energinivåer til bølgelengden (fargen) på den tilhørende linjen i et linjespektrum, og vurdere hvordan energiforskjellen mellom nivåene påvirker bølgelengden.",at-eksitasjon-spektrum-begrep,,"Vis eleven en illustrasjon av flere elektronoverganger i et atom, og be dem forklare hvilken overgang som gir kortest bølgelengde, og hvorfor."
kb-elektronegativitet-begrep,begrep,Kjemiske bindinger og molekylgeometri,Elektronegativitet,"Eleven vet at elektronegativitet er et mål på hvor sterkt et atom trekker på elektronene i en kjemisk binding, og kan bruke periodesystemet til å sammenligne elektronegativiteten til to grunnstoffer.",at-forklare-periodiske-trender,,
kb-coulombs-lov,begrep,Kjemiske bindinger og molekylgeometri,Coulombs lov,Eleven vet at Coulombs lov beskriver hvordan den elektrostatiske kraften mellom to ladde partikler øker med ladningen til partiklene og avtar med økende avstand mellom dem.,,,
kb-ionebinding-begrep,begrep,Kjemiske bindinger og molekylgeometri,Ionebinding,"Eleven vet at en ionebinding er den elektrostatiske tiltrekningen mellom motsatt ladde ioner, og oppstår typisk mellom et metall og et ikke-metall.",at-ion-begrep;kb-elektronegativitet-begrep,,
kb-forklare-ionebinding-styrke,ferdighet,Kjemiske bindinger og molekylgeometri,Forklare styrken til en ionebinding ut fra ladning og ionestørrelse,"Eleven kan bruke Coulombs lov til å sammenligne styrken til ionebindingen i to ulike salter, ut fra ladningen og størrelsen til ionene som inngår.",kb-ionebinding-begrep;kb-coulombs-lov,,"Gi eleven to salter med ioner av ulik ladning eller størrelse, og be dem avgjøre og begrunne hvilket salt som har den sterkeste ionebindingen."
kb-kovalent-binding-begrep,begrep,Kjemiske bindinger og molekylgeometri,Kovalent binding,"Eleven vet at en kovalent binding (elektronparbinding) oppstår ved at to atomer deler ett eller flere elektronpar, og oppstår typisk mellom to ikke-metaller.",kb-elektronegativitet-begrep,,
kb-polar-upolar-binding,ferdighet,Kjemiske bindinger og molekylgeometri,Avgjøre om en kovalent binding er polar eller upolar,"Eleven kan bruke forskjellen i elektronegativitet mellom to atomer til å avgjøre om en kovalent binding mellom dem er upolar, polar, eller om den heller er en ionebinding.",kb-kovalent-binding-begrep,,"Gi eleven noen par av atomer, og be dem avgjøre om bindingen mellom dem er upolar kovalent, polar kovalent, eller ionisk, med begrunnelse i elektronegativitetsforskjellen."
kb-metallbinding-begrep,begrep,Kjemiske bindinger og molekylgeometri,Metallbinding,"Eleven vet at en metallbinding er tiltrekningen mellom positive metallioner og en «sjø» av frie valenselektroner som omgir dem, og at dette forklarer hvorfor metaller leder strøm og kan formes.",,,
kb-bestemme-bindingstype,ferdighet,Kjemiske bindinger og molekylgeometri,Bestemme hvilken bindingstype som dannes mellom to grunnstoffer,"Eleven kan avgjøre om det dannes en ionebinding, en kovalent binding eller en metallbinding mellom to gitte grunnstoffer, ut fra hvor i periodesystemet de befinner seg.",kb-ionebinding-begrep;kb-kovalent-binding-begrep;kb-metallbinding-begrep,,"Gi eleven noen par av grunnstoffer (noen metall-metall, noen metall-ikke-metall, noen ikke-metall-ikke-metall), og be dem bestemme hvilken bindingstype som dannes mellom hvert par."
kb-lewisstruktur-begrep,begrep,Kjemiske bindinger og molekylgeometri,Elektronprikkformel (Lewis-struktur),Eleven vet at en elektronprikkformel viser hvordan valenselektronene i et molekyl eller ion er fordelt som bindende og ikke-bindende elektronpar.,kb-kovalent-binding-begrep,,
kb-tegne-lewisstruktur,ferdighet,Kjemiske bindinger og molekylgeometri,Tegne elektronprikkformelen til et molekyl eller ion,"Eleven kan telle opp valenselektronene i et molekyl eller ion, og bruke dem til å tegne en elektronprikkformel som viser bindende og frie elektronpar.",kb-lewisstruktur-begrep,,"Gi eleven noen enkle molekyler eller ioner, og be dem tegne elektronprikkformelen til hvert av dem."
kb-oktettregel-begrep,begrep,Kjemiske bindinger og molekylgeometri,Oktettregelen,"Eleven vet at oktettregelen sier at atomer «ønsker» åtte elektroner i ytterste skall for å bli stabile, og kjenner til at det finnes unntak fra denne regelen.",kb-lewisstruktur-begrep,,
kb-vsepr-begrep,begrep,Kjemiske bindinger og molekylgeometri,VSEPR-modellen,Eleven vet at VSEPR-modellen forutsier molekylgeometri ut fra at bindende og frie elektronpar rundt et sentralatom frastøter hverandre og legger seg så langt fra hverandre som mulig.,kb-tegne-lewisstruktur,,
kb-bestemme-molekylgeometri,ferdighet,Kjemiske bindinger og molekylgeometri,Bestemme molekylgeometrien til et molekyl eller ion,"Eleven kan bruke elektronprikkformelen og VSEPR-modellen til å bestemme molekylgeometrien til et gitt molekyl eller ion (f.eks. lineær, vinklet, trigonal plan eller tetraedrisk).",kb-vsepr-begrep,,"Gi eleven noen molekyler eller ioner med og uten frie elektronpar på sentralatomet, og be dem bestemme molekylgeometrien til hvert av dem."
kb-dipol-begrep,begrep,Kjemiske bindinger og molekylgeometri,Dipol,Eleven vet at et molekyl er en dipol når det har en skjev ladningsfordeling som ikke opphever seg selv - det krever både polare bindinger og en molekylgeometri som ikke er symmetrisk nok til å kansellere dem.,kb-bestemme-molekylgeometri;kb-polar-upolar-binding,,
kb-vurdere-dipol,ferdighet,Kjemiske bindinger og molekylgeometri,Vurdere om et molekyl er en dipol,Eleven kan bruke bindingenes polaritet og molekylgeometrien til å vurdere om et gitt molekyl er en dipol eller ikke.,kb-dipol-begrep,,"Gi eleven noen molekyler med polare bindinger, noen symmetriske og noen usymmetriske, og be dem vurdere hvilke som er dipoler."
kb-svake-bindinger-oversikt,begrep,Kjemiske bindinger og molekylgeometri,Svake bindinger mellom molekyler,"Eleven vet at det finnes flere typer svake (intermolekylære) bindinger mellom molekyler - van der Waalske krefter (mellom upolare molekyler), dipol-dipolbindinger (mellom polare molekyler) og hydrogenbindinger (mellom molekyler med H bundet til N, O eller F) - og at disse er vesentlig svakere enn ionebinding, kovalent binding og metallbinding.",kb-dipol-begrep,,
kb-identifisere-svak-binding,ferdighet,Kjemiske bindinger og molekylgeometri,Identifisere hvilken svak binding som virker mellom molekyler,"Eleven kan avgjøre hvilken type svak binding (van der Waalske krefter, dipol-dipolbinding eller hydrogenbinding) som virker mellom molekylene i et gitt stoff.",kb-svake-bindinger-oversikt,,"Gi eleven noen stoffer med ulik struktur og polaritet, og be dem avgjøre hvilken type svak binding som virker mellom molekylene i hvert av dem."
kb-forklare-smelte-kokepunkt,ferdighet,Kjemiske bindinger og molekylgeometri,Forklare og sammenligne smelte- og kokepunkt ut fra bindingstype og bindingsstyrke,"Eleven kan sammenligne smelte- eller kokepunktet til to stoffer, og forklare forskjellen ut fra hvilken type binding (sterk eller svak) som må brytes, og hvor sterk denne bindingen er.",kb-identifisere-svak-binding;kb-forklare-ionebinding-styrke;kb-metallbinding-begrep,,"Gi eleven to stoffer med kjent binding (f.eks. to salter, to metaller, eller to molekylære stoffer med ulik svak binding), og be dem avgjøre og begrunne hvilket av dem som har høyest smelte- eller kokepunkt."
kb-krystallvann-begrep,begrep,Kjemiske bindinger og molekylgeometri,Krystallvann (hydrat),"Eleven vet at noen salter binder til seg vannmolekyler i krystallgitteret sitt (krystallvann/hydrat), og at dette vannet kan drives ut ved oppvarming.",kb-ionebinding-begrep,,
kn-polyatomart-ion-begrep,begrep,Kjemiske forbindelser og navnsetting,Vanlige polyatomære ioner,"Eleven kjenner navn, formel og ladning til de vanligste polyatomære ionene (f.eks. hydroksid, nitrat, sulfat, karbonat, fosfat, ammonium).",,,
kn-navngi-ioniske-forbindelser,ferdighet,Kjemiske forbindelser og navnsetting,Navngi og skrive formelen til ioniske forbindelser (salter),"Eleven kan gå fra navnet på et salt til den kjemiske formelen, og omvendt, ved å kombinere ladningen til kation og anion.",kn-polyatomart-ion-begrep;at-bestemme-ionladning,,"Gi eleven en liste med salter, noen som navn og noen som formel, og be dem finne det som mangler for hvert salt."
kn-romertall-begrep,begrep,Kjemiske forbindelser og navnsetting,Romertall for metaller med variabel ladning,"Eleven vet at enkelte metaller (f.eks. jern, kobber, krom, mangan) kan danne ioner med ulik ladning, og at romertall i navnet angir hvilken ladning metallet har i akkurat den forbindelsen.",kn-navngi-ioniske-forbindelser,,
kn-navngi-molekylare-forbindelser,ferdighet,Kjemiske forbindelser og navnsetting,Navngi og skrive formelen til molekylære forbindelser,"Eleven kan gå fra navnet på en molekylær (kovalent) forbindelse mellom to ikke-metaller til formelen, og omvendt, ved å bruke greske tallprefikser (mono-, di-, tri- osv.).",kb-kovalent-binding-begrep,,"Gi eleven noen molekylære forbindelser mellom to ikke-metaller, noen som navn og noen som formel, og be dem finne det som mangler."
kn-syrer-begrep,begrep,Kjemiske forbindelser og navnsetting,Vanlige syrer,"Eleven kjenner navn og formel til de vanligste syrene (f.eks. saltsyre, salpetersyre, svovelsyre, fosforsyre, eddiksyre).",,,
kn-syrerest-begrep,begrep,Kjemiske forbindelser og navnsetting,Syrerest,"Eleven vet at syreresten til en syre er det som er igjen når syren har avgitt ett eller flere H⁺-ioner, og at denne resten er anionet i saltene til syren.",kn-syrer-begrep,,
kn-navngi-salter-av-syrer,ferdighet,Kjemiske forbindelser og navnsetting,Navngi salter ut fra hvilken syre de stammer fra,"Eleven kan finne navnet på syreresten til en gitt syre, og bruke det til å navngi salter som inneholder denne syreresten.",kn-syrerest-begrep;kn-navngi-ioniske-forbindelser,,"Gi eleven navnet eller formelen til en syre, og be dem finne syreresten og navnet på salter som inneholder den."
kn-dissosiasjon-begrep,begrep,Kjemiske forbindelser og navnsetting,Dissosiasjon (ionespalting) av salter i vann,Eleven vet at et salt spaltes i sine bestanddelende ioner (dissosierer) når det løses i vann.,kn-navngi-ioniske-forbindelser,,
kn-skrive-spaltningsreaksjon,ferdighet,Kjemiske forbindelser og navnsetting,Skrive spaltningsreaksjonen når et salt løses i vann,"Eleven kan skrive en balansert reaksjonslikning som viser hvilke ioner, og hvor mange av hvert, som dannes når et gitt salt løses i vann.",kn-dissosiasjon-begrep,,"Gi eleven noen salter, gjerne med ulik ladning på ionene, og be dem skrive spaltningsreaksjonen for hvert av dem."
kn-kompleksion-begrep,begrep,Kjemiske forbindelser og navnsetting,Kompleksion,"Eleven vet at et kompleksion består av et sentralt metallion omgitt av andre ioner eller molekyler (ligander), og at hele komplekset har én samlet ladning.",kn-polyatomart-ion-begrep,,
kn-bestemme-kompleksion-ladning,ferdighet,Kjemiske forbindelser og navnsetting,Bestemme ladningen til et ion i et kompleks,"Eleven kan bruke den samlede ladningen til et kompleksion og ladningen til de kjente delene, til å bestemme ladningen til den ukjente delen (f.eks. sentralatomet eller en ligand).",kn-kompleksion-begrep,,"Gi eleven formelen og den samlede ladningen til et kompleksion der ladningen til alle liganden unntatt én er kjent, og be dem bestemme den ukjente ladningen."
st-mol-begrep,begrep,Støkiometri,Mol og Avogadros tall,"Eleven vet at ett mol er en mengdeenhet som svarer til Avogadros tall (6,02·10²³) partikler, og brukes til å telle svært mange partikler på en praktisk måte.",,,
st-molar-masse-begrep,begrep,Støkiometri,Molar masse (formelmasse),"Eleven vet at molar masse er massen av ett mol av et stoff, målt i g/mol, og at den tallmessig svarer til formelmassen målt i u.",st-mol-begrep,,
st-beregne-molar-masse,ferdighet,Støkiometri,Beregne molar masse fra kjemisk formel,Eleven kan bruke atommassene i periodesystemet til å beregne molar masse til en gitt kjemisk forbindelse.,st-molar-masse-begrep,,"Gi eleven noen kjemiske formler, og be dem beregne molar masse til hver av dem."
st-omregning-mol-masse,ferdighet,Støkiometri,"Regne om mellom masse, stoffmengde og antall partikler","Eleven kan regne om mellom masse (gram), stoffmengde (mol) og antall partikler for et gitt stoff, ved å bruke molar masse og Avogadros tall.",st-beregne-molar-masse,,"Gi eleven massen av et stoff, og be dem regne ut stoffmengden - eller omvendt, gi stoffmengden og be dem regne ut massen eller antall partikler."
st-massprosent-begrep,begrep,Støkiometri,Masseprosent av grunnstoff i en forbindelse,Eleven vet at masseprosenten til et grunnstoff i en forbindelse er hvor stor andel av den totale massen som kommer fra akkurat det grunnstoffet.,st-omregning-mol-masse,,
st-beregne-massprosent,ferdighet,Støkiometri,Beregne masseprosenten av hvert grunnstoff i en forbindelse,Eleven kan bruke molar masse til å beregne hvor mange prosent av massen til en forbindelse som kommer fra hvert av grunnstoffene i den.,st-massprosent-begrep,,"Gi eleven en kjemisk formel, og be dem beregne masseprosenten av hvert grunnstoff i forbindelsen."
st-gjeldende-sifre-begrep,begrep,Støkiometri,Gjeldende sifre,"Eleven vet hva gjeldende sifre er, og hvilke sifre i et tall som regnes som gjeldende.",,,
st-runde-av-gjeldende-sifre,ferdighet,Støkiometri,Runde av et svar til riktig antall gjeldende sifre,"Eleven kan runde av resultatet av en beregning til et rimelig antall gjeldende sifre, ut fra hvor mange gjeldende sifre som var oppgitt i inngangsverdiene.",st-gjeldende-sifre-begrep,,"Gi eleven noen enkle regnestykker med tall som har ulikt antall gjeldende sifre, og be dem oppgi svaret med riktig antall gjeldende sifre."
st-balansere-reaksjonslikning,ferdighet,Støkiometri,Balansere kjemiske reaksjonslikninger,"Eleven kan balansere en gitt kjemisk reaksjonslikning ved å justere koeffisientene foran hver formel, slik at det er like mange atomer av hvert grunnstoff på begge sider.",,,"Gi eleven noen ubalanserte reaksjonslikninger av økende vanskelighetsgrad, og be dem balansere hver av dem."
st-tilstandssymbol-begrep,begrep,Støkiometri,Tilstandssymboler,"Eleven vet at tilstandssymbolene (s), (l), (g) og (aq) i en reaksjonslikning viser om et stoff er fast, flytende, en gass, eller løst i vann.",,,
st-konsentrasjon-begrep,begrep,Støkiometri,Konsentrasjon (stoffmengdekonsentrasjon),Eleven vet at stoffmengdekonsentrasjonen (mol/L) til en løsning er stoffmengden av det oppløste stoffet delt på volumet av løsningen.,st-mol-begrep,,
st-beregne-konsentrasjon,ferdighet,Støkiometri,Beregne konsentrasjonen til en løsning,"Eleven kan beregne konsentrasjonen til en løsning ut fra massen eller stoffmengden av det oppløste stoffet og volumet av løsningen, eller regne den andre veien for å finne hvor mye som må veies inn.",st-konsentrasjon-begrep;st-omregning-mol-masse,,"Gi eleven massen av et stoff løst i et gitt volum, og be dem beregne konsentrasjonen - eller gi en ønsket konsentrasjon og volum, og be dem beregne hvor mye stoff som må veies inn."
st-fortynning-begrep,begrep,Støkiometri,Fortynning,"Eleven vet at når en løsning fortynnes, endres konsentrasjonen og volumet, men stoffmengden av det oppløste stoffet forblir den samme.",st-konsentrasjon-begrep,,
st-beregne-fortynning,ferdighet,Støkiometri,Beregne konsentrasjon eller volum ved fortynning av en løsning,Eleven kan bruke at stoffmengden er uendret ved fortynning til å beregne konsentrasjonen eller volumet til en fortynnet løsning.,st-fortynning-begrep,,"Gi eleven en løsning med kjent konsentrasjon og volum, og be dem beregne konsentrasjonen etter fortynning til et gitt sluttvolum, eller hvor mye den må fortynnes for å nå en ønsket konsentrasjon."
st-lage-losning-ferdighet,ferdighet,Støkiometri,Beskrive fremgangsmåten for å lage en løsning med gitt konsentrasjon,"Eleven kan beskrive, steg for steg, hvordan man i praksis lager en løsning med en gitt konsentrasjon fra et fast stoff, inkludert nødvendig utstyr.",st-beregne-konsentrasjon,,"Be eleven beskrive fremgangsmåten (med utstyr) for å lage et gitt volum av en løsning med en oppgitt konsentrasjon, ut fra et fast salt."
st-molforhold-begrep,begrep,Støkiometri,Molforhold i en balansert reaksjonslikning,Eleven vet at koeffisientene i en balansert reaksjonslikning viser molforholdet mellom stoffene som reagerer og dannes.,st-balansere-reaksjonslikning;st-mol-begrep,,
st-stokiometriske-beregninger,ferdighet,Støkiometri,Gjøre støkiometriske beregninger fra en balansert reaksjonslikning,"Eleven kan bruke molforholdet i en balansert reaksjonslikning til å regne ut hvor mye av ett stoff som dannes eller trengs, gitt mengden av et annet stoff.",st-molforhold-begrep;st-omregning-mol-masse,,"Gi eleven en balansert reaksjonslikning og massen eller stoffmengden av ett stoff, og be dem beregne massen eller stoffmengden av et annet stoff i reaksjonen."
st-begrensende-reagens-begrep,begrep,Støkiometri,Begrensende reagens,"Eleven vet at den begrensende reagensen er reaktanten som er oppbrukt først, og som dermed bestemmer hvor mye produkt som maksimalt kan dannes.",st-stokiometriske-beregninger,,
st-identifisere-begrensende-reagens,ferdighet,Støkiometri,Identifisere begrensende reagens og beregne mengde produkt,"Eleven kan avgjøre hvilken av to reaktanter som er begrensende reagens, og bruke denne til å beregne den maksimale mengden produkt som kan dannes.",st-begrensende-reagens-begrep,,"Gi eleven massen av to reaktanter i en balansert reaksjon, og be dem avgjøre hvilken som er begrensende reagens og beregne mengden produkt som dannes."
st-utbytte-begrep,begrep,Støkiometri,Teoretisk og praktisk utbytte,"Eleven vet at teoretisk utbytte er den maksimale mengden produkt en reaksjon kan gi ut fra begrensende reagens, mens praktisk (faktisk) utbytte er hva som virkelig dannes i et forsøk.",st-identifisere-begrensende-reagens,,
st-beregne-prosentvis-utbytte,ferdighet,Støkiometri,Beregne prosentvis utbytte av en reaksjon,Eleven kan beregne prosentvis utbytte ved å sammenligne det faktiske utbyttet fra et forsøk med det teoretiske utbyttet.,st-utbytte-begrep,,"Gi eleven mengden reaktant brukt og massen produkt som faktisk ble dannet i et forsøk, og be dem beregne prosentvis utbytte."
st-molart-volum-begrep,begrep,Støkiometri,Molart volum for en gass,"Eleven vet at molart volum er volumet ett mol av en gass opptar ved en gitt temperatur og trykk, og at dette er tilnærmet det samme for alle gasser.",st-mol-begrep,,
st-beregne-gassvolum,ferdighet,Støkiometri,Beregne volumet av en gass som dannes eller forbrukes i en reaksjon,Eleven kan bruke molart volum sammen med støkiometriske beregninger til å finne volumet av en gass som dannes eller forbrukes i en reaksjon.,st-molart-volum-begrep;st-stokiometriske-beregninger,,"Gi eleven en balansert reaksjon der en gass inngår, samt mengden av et annet stoff og molart volum ved en gitt temperatur, og be dem beregne volumet av gassen."
st-identifisere-reaksjonstype,ferdighet,Støkiometri,Identifisere reaksjonstype ut fra observasjoner og reaksjonslikning,"Eleven kan bruke observasjoner (f.eks. bunnfall, fargeendring, gassutvikling) og en reaksjonslikning til å avgjøre om en gitt reaksjon er en syre-base-reaksjon, en fellingsreaksjon eller en redoksreaksjon.",rx-redoksreaksjon-begrep;sb-syre-base-reaksjon-begrep;lo-fellingsreaksjon-begrep,,"Gi eleven flere reaksjonslikninger eller beskrivelser av observasjoner fra ulike forsøk, og be dem klassifisere hver reaksjon som syre-base-reaksjon, fellingsreaksjon eller redoksreaksjon, med begrunnelse."
rx-oksidasjonstall-begrep,begrep,Redoksreaksjoner,Oksidasjonstall,"Eleven vet hva et oksidasjonstall er, og kjenner reglene for å bestemme oksidasjonstallet til et atom i et grunnstoff, en ionisk forbindelse, en kovalent forbindelse eller et polyatomært ion.",kb-elektronegativitet-begrep,,
